Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,93,93,185,192,192,192,192,192,192,192,192,192,
Reserves,548,690,824,1219,1457,1646,1859,2076,2145,2324,2189,1840,
Borrowings,685,1372,664,410,398,651,1007,1599,1433,1416,1396,1574,
  └─ Long term Borrowings,,21,21,14,64,43,149,47,55,293,456,817,
  └─ Short term Borrowings,,1260,639,389,324,576,794,1519,1267,1016,825,652,
  └─ Lease Liabilities,,0,0,0,0,21,19,33,112,107,115,106,
  └─ Other Borrowings,685,91,4,7,10,12,45,0,0,0,0,,
Other Liabilities,417,957,1535,1714,2183,2183,1721,1689,1673,1734,1729,2564,
  └─ Non controlling int,0,232,254,269,401,382,410,420,406,404,222,132,
  └─ Trade Payables,214,335,841,897,1240,1289,733,695,704,628,885,1651,
  └─ Advance from Customers,23,37,26,33,39,38,50,60,73,138,135,,
  └─ Other liability items,179,352,414,514,503,474,528,515,490,563,486,782,
Total Liabilities,1742,3111,3208,3535,4230,4672,4779,5556,5444,5667,5505,6170,
Fixed Assets,693,1507,1473,1492,2051,2178,2298,2407,2568,2806,2912,2825,
  └─ Land,60,332,359,360,421,438,466,468,470,527,527,,
  └─ Building,137,300,356,377,527,607,689,772,903,1013,1079,,
  └─ Plant Machinery,369,466,558,634,970,1093,1233,1380,1513,1696,1875,,
  └─ Equipments,13,17,23,28,42,52,69,92,119,146,162,,
  └─ Furniture n fittings,4,8,10,11,13,16,18,21,22,31,33,,
  └─ Vehicles,18,23,34,38,39,50,52,60,77,89,101,,
  └─ Intangible Assets,0,195,250,250,337,337,320,320,320,320,320,356,
  └─ Other fixed assets,190,222,17,17,22,47,44,51,78,115,130,,
  └─ Gross Block,791,1564,1606,1713,2370,2641,2891,3163,3502,3938,4226,,
  └─ Accumulated Depreciation,97,56,133,221,319,462,593,756,935,1131,1315,,
CWIP,138,64,50,190,94,153,141,90,204,192,64,178,
Investments,37,59,175,195,117,129,124,160,158,177,139,115,
Other Assets,873,1481,1509,1657,1969,2211,2216,2900,2513,2492,2391,3052,
  └─ Inventories,389,667,738,763,899,886,980,1429,1344,1383,1259,1358,
  └─ Trade receivables,269,455,522,620,735,854,823,951,574,519,572,673,
    └─ Receivables over 6m,0,0,0,0,0,0,0,0,0,65,54,,0
    └─ Receivables under 6m,269,455,522,636,755,880,860,996,613,493,551,,226
    └─ Prov for Doubtful,0,0,0,-16,-20,-26,-37,-44,-39,-39,-33,,0
  └─ Cash Equivalents,17,42,62,32,30,51,51,35,30,53,39,302,
  └─ Loans n Advances,81,80,38,18,32,40,53,77,50,93,106,175,
  └─ Other asset items,116,238,148,224,273,381,309,408,516,444,415,543,
Total Assets,1742,3111,3208,3535,4230,4672,4779,5556,5444,5667,5505,6170,
