Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015
Equity Capital,12.71,12.71,15.65,15.65,15.65,15.65,15.65,15.65,15.65,15.65
Reserves,31.49,32.07,34.16,15.66,-4.34,-11.78,-19.83,-15.24,-14.95,-14.85
Borrowings,0.00,12.75,11.69,23.60,25.82,24.33,22.73,21.69,14.40,13.35
  └─ Long term Borrowings,,,,,,12.78,7.20,3.26,4.75,9.53
  └─ Short term Borrowings,,,,,,6.87,10.85,13.74,5.79,1.71
  └─ Other Borrowings,0.00,12.75,11.69,23.60,25.82,4.68,4.68,4.69,3.86,2.11
Other Liabilities,2.56,5.43,14.69,16.10,12.30,10.57,17.07,21.48,37.04,19.78
  └─ Non controlling int,0.00,0.46,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Trade Payables,0.35,1.65,5.80,10.12,9.32,4.43,5.71,6.54,11.27,9.68
  └─ Advance from Customers,0.00,0.00,0.00,0.00,0.00,0.06,2.50,2.50,14.70,0.00
  └─ Other liability items,2.21,3.32,8.60,5.98,2.98,6.08,8.86,12.44,11.07,10.10
Total Liabilities,46.76,62.96,76.19,71.01,49.43,38.77,35.62,43.58,52.14,33.93
Fixed Assets,8.03,25.15,43.92,43.71,38.11,32.51,26.46,21.99,19.81,27.37
  └─ Building,4,5,6,8,9,6,6,5,7,14
  └─ Plant Machinery,8,24,35,41,44,42,42,42,42,44
  └─ Computers,0,0,0,0,0,0,0,0,0,0
  └─ Furniture n fittings,3,5,5,7,6,4,4,3,3,2
  └─ Vehicles,0,0,0,0,0,0,0,0,0,0
  └─ Intangible Assets,9,9,13,13,10,10,10,0,0,0
  └─ Other fixed assets,0,0,1,1,1,0,-0,0,0,0
  └─ Gross Block,23,44,61,70,70,63,62,50,53,61
  └─ Accumulated Depreciation,15,18,17,26,32,31,36,28,33,34
CWIP,0.21,8.92,6.46,9.05,2.64,0.00,0.00,0.00,4.55,0.00
Investments,28.71,13.71,2.23,0.08,0.01,0.01,0.01,0.01,0.01,0.00
Other Assets,9.81,15.18,23.58,18.17,8.67,6.25,9.15,21.58,27.77,6.56
  └─ Inventories,0.14,0.94,0.90,0.75,0.81,0.46,0.24,0.31,0.31,0.25
  └─ Trade receivables,0.39,1.02,0.90,0.39,0.65,1.09,4.36,16.98,17.56,1.12
    └─ Receivables over 6m,0.32,0.20,0.02,0.16,0.25,0.19,2.07,2.25,15.95,0.50
    └─ Receivables under 6m,0.38,0.82,0.88,0.29,0.53,0.90,2.28,14.73,1.61,0.62
    └─ Prov for Doubtful,-0.31,0.00,0.00,-0.06,-0.13,0.00,0.00,0.00,0.00,0.00
  └─ Cash Equivalents,3.93,3.43,8.99,5.31,1.59,0.14,0.08,0.17,0.56,0.12
  └─ Loans n Advances,0.40,0.43,1.03,1.24,0.83,0.71,0.44,0.33,4.83,1.15
  └─ Other asset items,4.95,9.36,11.76,10.48,4.79,3.85,4.03,3.79,4.51,3.92
Total Assets,46.76,62.96,76.19,71.01,49.43,38.77,35.62,43.58,52.14,33.93
