Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,13,13,13,13,13,14,14,14
Reserves,185,200,233,267,330,639,625,614
Borrowings,797,645,650,756,938,925,922,1406
  └─ Long term Borrowings,46,47,89,88,91,13,2,48
  └─ Short term Borrowings,483,277,264,284,414,431,421,649
  └─ Lease Liabilities,239,296,297,384,433,480,498,709
  └─ Other Borrowings,29,25,0,0,0,0,-0,
Other Liabilities,219,276,230,232,229,381,348,350
  └─ Trade Payables,75,134,66,87,91,154,83,102
  └─ Advance from Customers,3,6,10,9,3,31,21,
  └─ Other liability items,141,136,154,136,135,196,245,248
Total Liabilities,1214,1134,1126,1268,1510,1959,1909,2383
Fixed Assets,406,472,464,564,671,733,721,1075
  └─ Land,10.74,10.74,9.20,9.20,9.20,9.20,9.20,
  └─ Building,104.51,123.64,139.53,166.18,205.83,228.17,228.11,
  └─ Plant Machinery,49.18,57.00,63.71,71.46,79.30,87.41,84.33,
  └─ Equipments,10.22,13.49,15.58,17.55,20.29,24.67,28.38,
  └─ Computers,9.12,11.42,13.23,10.92,12.77,15.40,15.71,
  └─ Furniture n fittings,28.80,38.94,46.55,55.17,65.57,76.22,73.95,
  └─ Vehicles,47.54,44.75,38.53,33.57,31.95,43.44,46.21,
  └─ Intangible Assets,0.00,0.00,1.18,1.18,27.49,27.49,27.49,20.48
  └─ Other fixed assets,228.81,284.89,246.69,366.11,362.26,394.50,403.89,
  └─ Gross Block,488.92,584.87,574.20,731.34,814.66,906.50,917.27,
  └─ Accumulated Depreciation,82.56,113.28,110.67,166.86,143.37,173.01,196.75,
CWIP,28,29,17,12,8,15,9,27
Investments,2,11,5,6,6,28,14,19
Other Assets,778,622,640,685,825,1183,1166,1263
  └─ Inventories,360,290,319,367,441,596,585,617
  └─ Trade receivables,263,109,161,177,224,297,223,259
    └─ Receivables over 6m,0,1,6,12,8,10,15,
    └─ Receivables under 6m,268,114,160,169,221,292,213,
    └─ Prov for Doubtful,-5,-5,-5,-5,-6,-5,-5,
  └─ Cash Equivalents,29,42,59,20,28,61,31,73
  └─ Loans n Advances,20,38,11,17,26,49,48,52
  └─ Other asset items,107,143,90,105,106,181,279,261
Total Assets,1214,1134,1126,1268,1510,1959,1909,2383
