Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,125,125,125,126,127,127,129,129,129
Reserves,664,972,1343,1806,2326,2533,2871,3261,2838
Borrowings,649,649,350,518,1686,1005,683,479,199
  └─ Long term Borrowings,649,349,180,299,5,597,299,0,0
  └─ Short term Borrowings,0,0,0,0,1603,325,300,300,0
  └─ Lease Liabilities,0,0,0,39,78,83,84,179,199
  └─ Other Borrowings,0,300,170,180,0,0,0,0,
Other Liabilities,987,923,934,1148,2310,1989,2399,2461,2917
  └─ Non controlling int,0,0,0,0,782,448,449,458,469
  └─ Trade Payables,768,665,644,820,1010,1035,1314,1395,1850
  └─ Advance from Customers,10,9,8,6,10,7,10,10,
  └─ Other liability items,209,249,282,322,508,499,625,598,598
Total Liabilities,2425,2670,2752,3597,6449,5654,6082,6330,6083
Fixed Assets,862,863,909,915,3273,3250,3197,3295,2578
  └─ Land,7,7,7,7,181,182,182,182,
  └─ Building,30,30,35,46,100,104,104,129,
  └─ Plant Machinery,44,54,66,82,150,174,187,202,
  └─ Equipments,7,8,11,15,21,27,32,47,
  └─ Furniture n fittings,5,5,5,5,14,15,16,17,
  └─ Vehicles,3,4,4,4,11,9,16,19,
  └─ Intangible Assets,782,782,782,782,2484,2483,2483,2483,1956
  └─ Other fixed assets,8,8,60,65,428,472,498,628,
  └─ Gross Block,885,899,971,1006,3389,3466,3518,3706,
  └─ Accumulated Depreciation,23,36,62,91,116,216,322,411,
CWIP,1,1,20,11,13,27,58,34,9
Investments,368,541,541,770,624,548,689,721,971
Other Assets,1195,1264,1282,1902,2538,1830,2137,2279,2525
  └─ Inventories,303,352,464,519,721,744,830,882,744
  └─ Trade receivables,554,566,463,461,594,671,721,691,1085
  └─ Cash Equivalents,177,143,48,604,915,109,261,353,184
  └─ Loans n Advances,12,38,109,74,73,79,81,56,37
  └─ Other asset items,149,165,198,245,235,227,245,297,474
Total Assets,2425,2670,2752,3597,6449,5654,6082,6330,6083
