Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,32,32,32,32,32,32,32,32,32,32,32,32,
Reserves,31,11,-11,-6,-37,-77,-75,109,115,104,87,83,
Borrowings,0,25,19,108,143,114,53,26,26,22,13,4,
  └─ Long term Borrowings,0.00,25.00,0.00,108.23,49.65,111.50,0.00,0.00,24.43,20.77,12.25,0.00,
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,51.96,25.70,0.00,0.00,0.00,0.00,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,2.06,1.26,0.37,2.06,1.26,0.37,3.61,
  └─ Other Borrowings,0.00,0.00,18.68,0.00,93.76,0.00,0.00,0.00,0.00,0.00,0.00,,
Other Liabilities,19,36,67,93,212,293,373,86,19,18,18,73,
  └─ Trade Payables,2,2,2,2,4,5,6,7,4,3,7,6,
  └─ Advance from Customers,0,0,0,0,0,0,191,0,0,0,0,,
  └─ Other liability items,17,34,66,91,208,288,175,79,14,15,11,67,
Total Liabilities,82,104,107,228,350,361,382,253,193,176,150,192,
Fixed Assets,16,22,21,26,46,52,28,28,33,26,24,32,
  └─ Land,0.26,7.22,7.22,7.08,7.08,7.08,0.01,0.14,0.00,0.00,0.00,,
  └─ Building,52.39,52.54,0.62,0.34,0.70,3.74,3.36,3.95,6.46,6.04,6.06,,
  └─ Plant Machinery,2.52,2.31,0.90,1.77,18.64,18.80,2.47,2.48,2.63,2.70,2.61,,
  └─ Equipments,0.63,0.63,0.26,0.35,0.37,0.47,0.51,0.72,0.78,1.49,1.51,,
  └─ Furniture n fittings,1.90,1.90,0.59,0.59,0.99,1.00,1.00,1.00,1.00,1.01,1.78,,
  └─ Vehicles,5.22,4.94,0.87,5.82,6.06,6.41,6.40,7.53,9.80,9.62,8.25,,
  └─ Intangible Assets,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.53,
  └─ Other fixed assets,-0.01,-0.01,11.19,11.22,14.90,19.72,21.00,21.00,23.51,17.92,18.41,,
  └─ Gross Block,63.42,70.04,22.16,27.68,49.25,57.73,35.26,37.33,44.69,39.29,39.13,,
  └─ Accumulated Depreciation,47.33,48.04,0.90,1.67,2.89,5.89,7.04,9.35,11.69,13.68,14.65,,
CWIP,11,0,1,0,0,0,0,0,0,0,0,0,
Investments,1,15,18,91,137,159,98,97,74,62,50,35,
Other Assets,54,66,67,111,168,150,256,128,86,88,76,125,
  └─ Inventories,23,35,35,45,77,90,90,1,2,7,7,2,
  └─ Trade receivables,2,2,1,31,14,13,15,3,41,48,44,43,
    └─ Receivables over 6m,4.94,4.70,4.55,4.43,14.87,14.62,15.19,0.65,4.77,41.11,40.98,,3.91
    └─ Receivables under 6m,1.16,0.55,0.57,30.92,3.18,3.04,4.32,6.15,40.53,11.43,6.92,,1.81
    └─ Prov for Doubtful,-3.82,-3.64,-3.64,-4.26,-4.26,-4.26,-4.26,-4.26,-4.26,-4.26,-4.26,,-3.82
  └─ Cash Equivalents,4,5,5,9,44,10,63,72,4,7,2,4,
  └─ Loans n Advances,0,0,1,0,0,0,24,1,0,0,0,3,
  └─ Other asset items,24,24,25,25,32,36,63,52,39,25,22,74,
Total Assets,82,104,107,228,350,361,382,253,193,176,150,192,
