Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,78,79,79,84,84,84,95,95,95,96,96,96,
Reserves,2465,2831,3240,4471,5048,5555,6905,7591,8041,8395,9632,10562,
Borrowings,4723,6672,9444,14988,13991,11756,12405,13498,15939,16228,11507,11635,
  └─ Long term Borrowings,261,2472,4064,10159,10492,0,0,0,0,0,0,11522,
  └─ Short term Borrowings,4151,3846,5378,4829,3499,0,0,0,0,0,0,0,
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,0,0,0,113,
  └─ Other Borrowings,310,353,1,0,0,11756,12405,13498,15939,16228,11507,,
Other Liabilities,1239,1480,3782,2664,3517,3351,3973,4477,5137,4874,3112,4245,
  └─ Non controlling int,655,669,1109,1918,2634,2496,2676,2939,3134,2566,503,701,
  └─ Trade Payables,208,312,823,345,417,440,764,846,1323,1316,1234,2181,
  └─ Other liability items,376,499,1849,401,466,416,533,692,680,993,1376,1364,
Total Liabilities,8505,11061,16545,22206,22640,20746,23378,25661,29213,29592,24347,26537,
Fixed Assets,445,444,474,427,424,450,423,414,505,572,579,625,
  └─ Land,0,0,0,0,0,0,0,0,0,25,35,,
  └─ Building,318,322,92,67,333,332,333,335,505,548,417,,
  └─ Equipments,28,30,308,268,7,7,7,8,9,13,14,,
  └─ Computers,35,38,32,15,20,25,27,31,41,54,63,,
  └─ Furniture n fittings,40,42,47,29,31,31,31,31,32,35,36,,
  └─ Vehicles,7,9,10,8,10,10,9,8,9,14,18,,
  └─ Intangible Assets,105,105,92,52,52,52,52,52,52,52,52,85,
  └─ Other fixed assets,26,29,32,14,20,79,83,96,36,53,199,,
  └─ Gross Block,561,576,613,453,473,537,543,562,685,794,833,,
  └─ Accumulated Depreciation,115,131,140,26,49,87,120,148,181,223,254,,
CWIP,2,1,2,3,1,1,1,3,7,4,10,160,
Investments,640,772,2156,2388,2933,4014,5802,3639,3584,4724,5464,6209,
Other Assets,7418,9844,13913,19388,19282,16280,17153,21605,25116,24292,18294,19543,
  └─ Inventories,359,257,0,0,0,0,0,0,102,143,130,128,
  └─ Trade receivables,227,355,1179,855,685,324,509,499,1215,569,646,1431,
    └─ Receivables over 6m,4,2,15,0,0,0,191,191,256,227,196,,3
    └─ Receivables under 6m,226,355,1166,865,697,339,337,337,1007,395,501,,195
    └─ Prov for Doubtful,-4,-2,-2,-10,-12,-15,-19,-29,-48,-53,-51,,-4
  └─ Cash Equivalents,833,1265,869,1527,1282,1329,2075,2560,2392,5444,4509,4868,
  └─ Loans n Advances,2707,2768,4264,237,269,304,309,347,384,428,338,9832,
  └─ Other asset items,3292,5199,7601,16770,17046,14323,14260,18199,21023,17709,12671,3285,
Total Assets,8505,11061,16545,22206,22640,20746,23378,25661,29213,29592,24347,26537,
