Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.25,0.25,0.25,4.00,5.48
Reserves,1.65,2.32,3.06,5.57,27.68
Borrowings,12.71,15.93,16.30,20.23,11.00
  └─ Long term Borrowings,8.44,8.60,8.02,8.17,7.42
  └─ Short term Borrowings,4.27,7.32,8.28,12.06,3.58
  └─ Other Borrowings,0.00,0.01,0.00,0.00,
Other Liabilities,3.79,4.21,6.16,10.78,11.45
  └─ Non controlling int,0.53,0.28,0.16,0.07,0.00
  └─ Trade Payables,2.09,2.19,3.66,6.25,8.76
  └─ Advance from Customers,0.01,0.10,0.16,0.02,
  └─ Other liability items,1.16,1.64,2.18,4.44,2.69
Total Liabilities,18.40,22.71,25.77,40.58,55.61
Fixed Assets,0.34,6.07,5.93,6.04,6.25
  └─ Land,0.00,1.38,1.38,1.38,
  └─ Building,0.03,2.62,2.64,2.64,
  └─ Plant Machinery,0.27,2.14,2.22,2.47,
  └─ Equipments,0.02,0.04,0.08,0.09,
  └─ Computers,0.11,0.22,0.25,0.31,
  └─ Furniture n fittings,0.00,0.01,0.01,0.10,
  └─ Vehicles,0.25,0.22,0.14,0.14,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.03
  └─ Other fixed assets,0.00,-0.01,-0.01,0.00,
  └─ Gross Block,0.68,6.62,6.71,7.13,
  └─ Accumulated Depreciation,0.33,0.55,0.79,1.09,
CWIP,6.66,2.07,2.34,2.97,5.02
Investments,0.00,0.00,0.00,0.00,0.00
Other Assets,11.40,14.57,17.50,31.57,44.34
  └─ Inventories,1.03,1.82,2.46,4.45,6.17
  └─ Trade receivables,6.63,7.22,10.44,18.31,18.28
    └─ Receivables over 6m,0.49,0.95,0.44,2.56,
    └─ Receivables under 6m,6.14,6.28,10.00,15.75,
  └─ Cash Equivalents,0.82,0.01,0.27,0.62,11.11
  └─ Loans n Advances,0.42,0.66,1.10,1.61,2.52
  └─ Other asset items,2.50,4.86,3.23,6.58,6.26
Total Assets,18.40,22.71,25.77,40.58,55.61
