Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,50,50,50,50,50,50,50,74,74,74,75,81,
Reserves,588,552,605,639,644,620,625,785,1015,1389,1688,2186,
Borrowings,158,283,305,437,450,405,506,557,206,131,36,64,
  └─ Long term Borrowings,110.26,231.40,248.51,388.78,402.80,365.13,323.53,377.35,12.31,63.43,0.00,17.77,
  └─ Short term Borrowings,47.74,51.57,47.11,47.74,47.37,33.19,182.93,179.92,193.57,67.42,35.60,40.09,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.12,
  └─ Preference Capital,0.00,0.00,0.00,6.78,8.14,11.82,13.24,0.00,0.00,0.00,0.00,0.00,
  └─ Other Borrowings,0.00,0.49,9.00,-6.78,-8.14,392.80,-13.24,0.00,0.00,0.00,0.00,,
Other Liabilities,148,139,239,226,202,224,275,300,486,560,378,448,
  └─ Non controlling int,8,26,43,74,43,19,19,70,56,53,81,47,
  └─ Trade Payables,36,33,57,52,29,44,78,104,199,123,79,74,
  └─ Advance from Customers,10,8,47,0,0,18,20,7,28,68,39,,
  └─ Other liability items,95,73,93,101,131,142,158,118,203,315,180,327,
Total Liabilities,943,1024,1198,1351,1347,1298,1456,1716,1781,2154,2177,2778,
Fixed Assets,43,37,40,34,83,81,59,60,61,53,49,61,
  └─ Land,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,,
  └─ Building,17.21,13.03,17.68,17.69,17.69,21.22,21.95,23.02,22.52,20.73,20.73,,
  └─ Plant Machinery,37.64,13.35,18.54,18.88,18.56,19.56,23.05,35.32,35.40,30.52,28.52,,
  └─ Equipments,0.29,11.62,8.54,8.11,8.05,8.10,14.19,12.85,11.86,10.91,6.03,,
  └─ Computers,1.12,0.24,0.43,0.51,0.57,0.79,1.00,1.24,1.45,1.56,1.44,,
  └─ Furniture n fittings,1.55,0.24,0.88,1.50,1.88,2.67,2.97,2.91,2.49,2.29,2.32,,
  └─ Vehicles,7.44,6.44,8.43,8.47,8.90,11.74,13.52,11.23,21.62,20.12,23.77,,
  └─ Intangible Assets,0.04,0.04,0.04,0.04,0.04,0.66,0.66,2.49,1.86,1.86,1.86,1.86,
  └─ Other fixed assets,64.39,0.00,-0.02,-0.01,52.36,47.56,17.60,10.29,6.71,7.25,4.81,,
  └─ Gross Block,129.87,45.13,54.69,55.36,108.22,112.47,95.11,99.52,104.08,95.41,89.65,,
  └─ Accumulated Depreciation,87.24,7.66,14.96,21.14,25.62,31.60,35.94,39.09,43.48,42.40,40.93,,
CWIP,125,130,130,130,132,0,1,2,0,0,0,0,
Investments,120,115,168,97,24,22,63,150,113,277,272,530,
Other Assets,655,742,861,1090,1108,1195,1333,1504,1607,1824,1856,2187,
  └─ Inventories,129,165,233,320,385,380,403,449,380,505,530,738,
  └─ Trade receivables,137,124,95,96,135,82,104,125,333,144,87,71,
    └─ Receivables over 6m,57,0,0,0,0,0,0,22,30,21,17,,41
    └─ Receivables under 6m,80,130,100,100,139,86,108,103,302,128,75,,101
    └─ Prov for Doubtful,0,-7,-5,-4,-4,-4,-4,-0,0,-5,-5,,0
  └─ Cash Equivalents,136,117,183,143,137,141,213,360,298,549,423,435,
  └─ Loans n Advances,123,39,63,75,51,31,68,157,269,423,681,818,
  └─ Other asset items,131,297,287,457,400,561,545,413,327,203,134,124,
Total Assets,943,1024,1198,1351,1347,1298,1456,1716,1781,2154,2177,2778,
