Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,12,12,12,24,24,24,24,24,24,24,24
Reserves,402,457,575,616,640,637,710,731,815,898,1017
Borrowings,386,369,359,495,650,698,876,819,778,737,768
  └─ Long term Borrowings,189,127,134,200,283,335,252,206,288,303,257
  └─ Short term Borrowings,147,146,158,222,228,342,597,592,472,422,432
  └─ Lease Liabilities,0,0,0,0,9,21,27,21,19,12,78
  └─ Other Borrowings,50,96,66,73,130,0,0,0,0,0,
Other Liabilities,495,532,718,880,674,1118,1364,1474,1487,1530,1717
  └─ Non controlling int,0,0,23,23,21,19,17,13,9,10,13
  └─ Trade Payables,368,422,492,645,505,897,1084,1155,1197,1221,1338
  └─ Advance from Customers,0,0,3,2,3,8,15,19,33,23,
  └─ Other liability items,127,109,199,210,145,194,248,287,248,275,366
Total Liabilities,1295,1369,1663,2015,1987,2476,2974,3048,3104,3188,3527
Fixed Assets,518,526,557,710,753,883,903,1060,1149,1295,1506
  └─ Land,8.94,9.62,15.38,31.77,31.77,41.95,40.14,40.14,40.14,40.14,
  └─ Building,118.04,120.76,125.19,145.09,148.42,175.64,202.28,227.27,238.03,259.48,
  └─ Plant Machinery,934.25,993.31,995.72,1172.83,1271.13,1428.28,1483.12,1649.84,1797.44,1983.07,
  └─ Equipments,23.41,17.30,16.80,19.07,22.33,24.37,25.21,28.04,31.06,31.28,
  └─ Furniture n fittings,5.38,5.67,5.71,6.84,6.96,7.06,9.18,9.94,9.89,10.21,
  └─ Vehicles,0.16,0.16,0.13,0.13,0.13,0.14,0.11,0.43,0.43,0.45,
  └─ Intangible Assets,1.87,2.02,2.02,5.65,5.65,5.65,5.81,37.61,37.73,37.73,36.78
  └─ Other fixed assets,14.43,15.35,17.35,19.04,30.80,45.73,58.73,59.90,67.72,70.32,
  └─ Gross Block,1106.48,1164.19,1178.30,1400.42,1517.19,1728.82,1824.58,2053.17,2222.44,2432.68,
  └─ Accumulated Depreciation,588.07,637.85,620.94,689.99,764.20,845.37,921.47,992.79,1073.01,1137.40,
CWIP,17,22,65,65,198,114,126,114,77,50,69
Investments,17,19,21,23,23,23,24,22,32,46,78
Other Assets,743,802,1019,1216,1013,1456,1921,1851,1845,1797,1874
  └─ Inventories,298,279,374,435,412,548,800,884,882,769,746
  └─ Trade receivables,346,436,483,586,472,741,891,769,726,801,818
  └─ Cash Equivalents,5,9,10,9,6,3,4,5,5,5,4
  └─ Loans n Advances,19,21,23,34,27,19,35,27,53,40,31
  └─ Other asset items,75,56,129,151,95,144,190,166,178,181,275
Total Assets,1295,1369,1663,2015,1987,2476,2974,3048,3104,3188,3527
