Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,463,463,463,484,484,484,484,484
Reserves,1174,497,627,1428,1599,1802,2177,2859
Borrowings,1070,1564,1137,409,156,223,167,111
  └─ Long term Borrowings,571,636,770,193,17,72,109,37
  └─ Short term Borrowings,499,928,368,215,139,150,58,72
  └─ Lease Liabilities,0,0,0,1,0,0,0,1
  └─ Other Borrowings,0,0,0,0,0,0,0,
Other Liabilities,636,802,819,844,956,971,880,963
  └─ Non controlling int,0,0,0,0,0,0,0,0
  └─ Trade Payables,202,234,136,203,81,95,116,195
  └─ Advance from Customers,20,31,23,18,8,8,7,
  └─ Other liability items,414,537,660,622,866,868,758,768
Total Liabilities,3343,3326,3046,3164,3194,3479,3708,4416
Fixed Assets,317,337,322,282,1326,1430,1731,1922
  └─ Land,24.47,39.34,39.35,39.35,39.35,39.35,45.68,
  └─ Building,85.55,85.70,89.13,108.24,115.48,116.65,117.86,
  └─ Plant Machinery,265.88,282.01,405.96,416.52,436.97,422.21,661.54,
  └─ Furniture n fittings,32.01,33.28,33.72,37.98,42.60,46.01,53.55,
  └─ Railway sidings,2.94,2.94,2.94,2.94,2.94,2.94,2.94,
  └─ Vehicles,1.68,2.26,2.37,3.38,3.37,4.32,10.33,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.51
  └─ Other fixed assets,4.45,35.01,35.16,48.50,1278.72,1579.96,1819.49,
  └─ Gross Block,416.98,480.54,608.63,656.91,1919.43,2211.44,2711.39,
  └─ Accumulated Depreciation,100.44,143.22,286.51,375.32,593.34,780.96,980.05,
CWIP,1022,1232,1179,683,731,917,766,741
Investments,0,0,1,1,10,29,27,25
Other Assets,2005,1757,1544,2199,1127,1102,1183,1728
  └─ Inventories,671,728,384,322,325,437,528,387
  └─ Trade receivables,362,83,168,80,66,137,171,133
    └─ Receivables over 6m,0,0,0,0,10,10,10,
    └─ Receivables under 6m,371,92,178,100,66,137,171,
    └─ Prov for Doubtful,-9,-9,-11,-20,-10,-10,-10,
  └─ Cash Equivalents,11,16,11,366,301,74,68,810
  └─ Loans n Advances,-4,14,27,0,8,-16,-15,12
  └─ Other asset items,966,916,954,1431,427,470,431,386
Total Assets,3343,3326,3046,3164,3194,3479,3708,4416
