Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,28,28,114,114,114,171,171,171,171,171,171,171,
Reserves,1015,1210,1247,1342,1406,1383,1371,1416,1510,1650,1798,1898,
Borrowings,197,0,0,15,81,120,125,122,121,113,106,220,
  └─ Long term Borrowings,89,64,0,11,76,94,93,88,82,66,75,71,
  └─ Short term Borrowings,86,67,0,4,2,0,2,6,7,11,1,3,
  └─ Lease Liabilities,0,0,0,0,0,24,30,27,32,36,30,145,
  └─ Other Borrowings,22,-131,0,0,3,3,-0,0,0,0,0,,
Other Liabilities,670,559,669,720,682,660,712,736,860,939,966,1061,
  └─ Non controlling int,0,0,0,54,51,44,39,36,31,27,20,14,
  └─ Trade Payables,304,224,307,318,293,222,271,273,304,315,298,345,
  └─ Advance from Customers,0,10,10,12,11,25,8,10,9,14,16,,
  └─ Other liability items,367,326,352,335,327,369,394,417,515,583,630,701,
Total Liabilities,1911,1798,2030,2191,2282,2334,2379,2445,2662,2873,3040,3349,
Fixed Assets,577,393,397,410,568,770,767,767,760,751,737,883,
  └─ Land,100.41,56.00,56.03,56.23,56.23,56.78,61.91,64.97,64.97,70.82,70.67,,
  └─ Building,246.47,149.00,155.62,179.46,314.91,513.24,541.38,560.30,576.53,587.97,601.56,,
  └─ Plant Machinery,627.25,148.28,157.96,171.87,195.64,220.36,235.69,245.06,244.18,250.19,262.46,,
  └─ Equipments,32.58,15.46,19.89,24.65,27.72,30.54,31.60,34.60,37.32,40.20,48.18,,
  └─ Furniture n fittings,16.30,25.50,31.54,36.88,53.42,61.36,66.31,68.38,68.70,69.27,71.10,,
  └─ Railway sidings,2.96,2.38,2.38,2.38,10.16,10.16,10.16,10.16,10.16,11.87,11.87,,
  └─ Vehicles,25.15,3.59,3.69,3.76,3.63,3.68,8.21,3.52,3.97,5.58,7.07,,
  └─ Intangible Assets,14.26,10.22,10.22,10.22,3.33,3.33,3.33,3.33,3.33,3.33,3.33,13.18,
  └─ Other fixed assets,7.14,5.49,7.13,8.64,8.83,8.99,10.53,11.79,12.01,11.44,14.14,,
  └─ Gross Block,1072.52,415.92,444.46,494.09,673.87,908.44,969.12,1002.11,1021.17,1050.67,1090.38,,
  └─ Accumulated Depreciation,495.39,22.50,47.72,83.93,105.65,138.19,201.88,235.24,260.86,300.08,352.96,,
CWIP,12,11,63,138,117,24,32,11,28,52,67,34,
Investments,0,248,271,293,325,375,386,436,518,565,632,730,
Other Assets,1322,1146,1299,1350,1272,1165,1194,1231,1356,1505,1604,1702,
  └─ Inventories,326,120,152,137,143,145,160,201,205,193,193,169,
  └─ Trade receivables,469,230,282,270,276,274,288,315,361,427,479,535,
    └─ Receivables over 6m,72,21,30,0,39,0,27,26,28,40,85,,63
    └─ Receivables under 6m,415,215,257,278,250,288,274,303,346,399,407,,479
    └─ Prov for Doubtful,-18,-6,-6,-8,-13,-15,-13,-14,-13,-12,-13,,-17
  └─ Cash Equivalents,388,465,530,506,446,451,532,416,448,525,458,453,
  └─ Loans n Advances,-1,16,35,29,41,34,29,33,29,30,22,3,
  └─ Other asset items,141,315,301,408,366,261,184,266,314,330,453,543,
Total Assets,1911,1798,2030,2191,2282,2334,2379,2445,2662,2873,3040,3349,
