Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,61,61,61,61
Reserves,347,419,545,686
Borrowings,28,159,86,165
  └─ Long term Borrowings,0,67,16,0
  └─ Short term Borrowings,2,67,47,143
  └─ Lease Liabilities,26,25,24,22
  └─ Other Borrowings,0,-0,0,
Other Liabilities,159,191,237,293
  └─ Trade Payables,94,114,144,147
  └─ Advance from Customers,1,1,1,
  └─ Other liability items,63,76,93,146
Total Liabilities,595,831,930,1205
Fixed Assets,185,384,370,580
  └─ Land,8,8,9,
  └─ Building,80,81,82,
  └─ Plant Machinery,86,97,111,
  └─ Equipments,2,3,4,
  └─ Computers,4,5,5,
  └─ Furniture n fittings,25,28,30,
  └─ Vehicles,9,10,11,
  └─ Intangible Assets,42,249,249,263
  └─ Other fixed assets,1,2,2,
  └─ Gross Block,256,483,503,
  └─ Accumulated Depreciation,72,99,133,
CWIP,65,121,186,143
Investments,32,26,26,0
Other Assets,314,301,348,482
  └─ Inventories,105,98,129,125
  └─ Trade receivables,87,100,118,146
  └─ Cash Equivalents,77,70,69,44
  └─ Loans n Advances,11,11,12,130
  └─ Other asset items,35,22,19,37
Total Assets,595,831,930,1205
