Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,6,11,11,11,11,11,11,11,11,11,11,11,
Reserves,28,30,44,57,71,97,130,151,172,209,248,281,
Borrowings,62,59,59,54,79,58,74,72,85,85,77,27,
  └─ Long term Borrowings,22.72,21.47,21.09,23.08,32.34,28.94,27.47,25.52,22.69,22.00,11.32,11.56,
  └─ Short term Borrowings,37.55,35.92,38.04,30.97,43.32,25.99,46.15,46.56,62.10,63.00,65.88,15.65,
  └─ Other Borrowings,1.95,1.79,0.22,0.21,3.06,3.03,0.00,0.00,0.00,0.00,0.00,,
Other Liabilities,43,40,47,68,91,65,91,76,77,84,81,103,
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0,0,0,
  └─ Trade Payables,33,30,37,55,72,54,74,60,61,66,56,62,
  └─ Advance from Customers,1,1,1,4,6,3,7,6,4,5,11,,
  └─ Other liability items,9,9,9,9,13,9,10,10,12,13,14,40,
Total Liabilities,138,140,161,190,252,232,305,310,344,389,416,422,
Fixed Assets,36,35,36,40,43,75,73,84,80,80,80,76,
  └─ Land,2.34,2.34,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,,
  └─ Building,8.82,8.83,6.62,6.62,6.82,17.91,18.87,18.87,19.35,19.35,19.35,,
  └─ Plant Machinery,38.51,39.47,0.00,0.00,36.75,0.00,0.00,76.37,76.53,81.48,85.72,,
  └─ Equipments,3.57,3.74,2.00,2.23,2.33,2.35,2.50,2.86,2.94,3.05,3.30,,
  └─ Furniture n fittings,0.46,0.46,0.14,0.15,0.15,0.16,0.16,0.19,0.20,0.20,0.22,,
  └─ Vehicles,2.73,2.84,2.34,2.84,3.28,3.28,2.84,3.13,3.15,2.99,4.11,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,
  └─ Other fixed assets,0.21,0.30,25.90,31.41,0.12,60.28,61.98,0.12,0.12,0.12,0.11,,
  └─ Gross Block,56.64,57.98,38.38,44.63,50.83,85.36,87.73,102.92,103.67,108.57,114.19,,
  └─ Accumulated Depreciation,21.11,23.25,2.30,4.77,7.53,10.72,14.71,18.85,23.86,28.55,33.72,,
CWIP,8,8,10,11,23,3,11,3,5,3,0,0,
Investments,0,0,0,0,0,0,0,0,1,1,1,2,
Other Assets,95,97,115,139,186,154,221,223,258,305,335,344,
  └─ Inventories,36,31,39,58,57,59,54,87,75,89,85,83,
  └─ Trade receivables,40,39,45,44,77,68,89,102,121,98,134,139,
    └─ Receivables over 6m,39,1,0,0,0,0,0,1,0,0,10,,41
    └─ Receivables under 6m,1,37,45,44,77,68,89,101,121,98,125,,1
    └─ Prov for Doubtful,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,-0
  └─ Cash Equivalents,3,3,3,7,13,4,48,6,9,39,46,53,
  └─ Loans n Advances,0,1,1,1,1,1,6,8,6,27,26,1,
  └─ Other asset items,15,23,28,28,38,21,24,20,46,52,44,68,
Total Assets,138,140,161,190,252,232,305,310,344,389,416,422,
