Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Equity Capital,2,2,2,2
Reserves,14,17,20,27
Borrowings,41,43,40,35
  └─ Long term Borrowings,13.18,15.10,14.77,10.47
  └─ Short term Borrowings,22.35,22.58,19.51,24.23
  └─ Other Borrowings,5.15,5.70,5.88,
Other Liabilities,24,25,27,25
  └─ Trade Payables,11.43,13.09,14.23,8.89
  └─ Advance from Customers,0.19,0.16,0.49,
  └─ Other liability items,11.92,11.81,12.17,16.21
Total Liabilities,80,87,88,89
Fixed Assets,30,27,25,24
  └─ Land,2.66,2.65,2.65,
  └─ Building,6.98,7.60,7.62,
  └─ Plant Machinery,42.34,42.83,42.75,
  └─ Equipments,8.17,8.28,8.46,
  └─ Furniture n fittings,1.83,1.86,1.94,
  └─ Vehicles,1.70,1.70,1.75,
  └─ Intangible Assets,1.34,1.34,1.34,0.02
  └─ Other fixed assets,3.82,3.86,4.33,
  └─ Gross Block,68.84,70.12,70.84,
  └─ Accumulated Depreciation,39.32,42.66,45.61,
CWIP,0,0,0,0
Investments,0,0,0,0
Other Assets,51,59,63,64
  └─ Inventories,21.01,26.42,24.98,29.45
  └─ Trade receivables,16.90,22.38,28.48,26.58
  └─ Cash Equivalents,3.43,3.77,3.63,2.97
  └─ Loans n Advances,3.75,3.49,3.97,0.50
  └─ Other asset items,5.52,2.80,1.74,4.69
Total Assets,80,87,88,89
