Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,17,17,29
Reserves,5,5,18
Borrowings,10,11,21
  └─ Long term Borrowings,1.08,8.83,21.23
  └─ Short term Borrowings,9.20,2.48,0.00
Other Liabilities,10,43,54
  └─ Non controlling int,0.00,6.27,6.33
  └─ Trade Payables,6.80,21.10,13.86
  └─ Advance from Customers,0.44,0.00,
  └─ Other liability items,3.22,15.73,33.82
Total Liabilities,43,76,122
Fixed Assets,2,8,8
  └─ Plant Machinery,1.43,1.45,
  └─ Equipments,1.08,1.36,
  └─ Computers,1.58,1.88,
  └─ Furniture n fittings,0.55,0.61,
  └─ Vehicles,1.40,1.40,
  └─ Intangible Assets,0.00,4.38,4.38
  └─ Other fixed assets,7.25,9.18,
  └─ Gross Block,13.29,20.26,
  └─ Accumulated Depreciation,10.84,11.81,
CWIP,0,0,0
Investments,7,6,11
Other Assets,33,62,103
  └─ Inventories,0.00,4.71,2.15
  └─ Trade receivables,7.00,10.79,26.28
    └─ Receivables over 6m,2.31,2.50,
    └─ Receivables under 6m,4.69,8.36,
    └─ Prov for Doubtful,0.00,-0.07,
  └─ Cash Equivalents,0.03,1.10,0.37
  └─ Loans n Advances,6.94,24.14,33.31
  └─ Other asset items,19.25,21.73,40.44
Total Assets,43,76,122
