Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,19,19,19,19,19,19,18,17,17,17,17,17
Reserves,237,261,329,400,453,348,363,350,410,443,461,579
Borrowings,0,0,0,0,0,19,18,12,8,5,4,61
  └─ Long term Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.75
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.50
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,18.84,18.35,11.98,7.57,4.54,3.69,20.38
Other Liabilities,26,26,34,33,65,57,107,118,124,271,188,285
  └─ Trade Payables,11,8,11,11,13,12,22,18,20,24,25,43
  └─ Advance from Customers,0,0,0,0,0,0,0,11,1,36,41,
  └─ Other liability items,15,17,23,22,52,45,85,89,103,211,122,242
Total Liabilities,282,305,381,451,537,443,507,497,559,736,670,942
Fixed Assets,33,36,49,49,103,115,154,144,180,388,343,540
  └─ Land,4,4,4,4,4,4,4,4,4,4,4,
  └─ Building,15,15,9,9,10,30,23,20,16,16,14,
  └─ Plant Machinery,36,39,13,14,21,24,31,34,38,47,52,
  └─ Furniture n fittings,4,4,0,0,3,4,4,4,4,12,4,
  └─ Vehicles,1,1,0,0,1,1,1,1,1,1,1,
  └─ Intangible Assets,11,11,18,19,61,63,90,92,132,289,268,494
  └─ Other fixed assets,18,19,10,15,39,43,66,68,82,145,140,
  └─ Gross Block,88,92,55,62,140,169,218,222,277,514,483,
  └─ Accumulated Depreciation,56,57,6,14,37,54,64,79,97,126,140,
CWIP,0,0,0,0,0,0,0,0,0,1,3,0
Investments,159,169,206,288,212,86,12,6,28,30,21,25
Other Assets,91,100,127,114,221,242,340,347,351,316,303,377
  └─ Trade receivables,39,45,60,46,69,62,91,86,87,103,117,133
  └─ Cash Equivalents,16,14,17,23,77,94,103,133,158,115,84,95
  └─ Loans n Advances,2,2,3,4,6,8,10,9,11,17,17,4
  └─ Other asset items,33,38,47,41,70,78,137,120,96,81,85,145
Total Assets,282,305,381,451,537,443,507,497,559,736,670,942
