Metric,Mar 2016,Mar 2017,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,15,17,17,17,17,17,17,17
Reserves,189,182,294,371,553,734,783,901,954
Borrowings,85,79,57,72,28,19,13,16,12
  └─ Long term Borrowings,26.93,27.43,0.94,0.51,0.29,3.21,8.01,0.29,0.39
  └─ Short term Borrowings,46.12,46.52,38.61,60.65,18.63,8.42,0.00,1.32,0.00
  └─ Lease Liabilities,0.00,0.00,11.85,10.16,9.26,7.27,4.91,14.13,11.22
  └─ Other Borrowings,11.98,5.26,5.83,0.19,0.18,0.27,0.00,0.00,
Other Liabilities,84,64,76,59,189,175,100,136,133
  └─ Non controlling int,0,0,0,0,0,0,0,14,13
  └─ Trade Payables,24,4,25,12,77,71,13,14,12
  └─ Advance from Customers,6,0,17,17,73,26,10,9,
  └─ Other liability items,55,60,34,31,39,78,77,98,108
Total Liabilities,372,340,445,519,788,945,914,1070,1115
Fixed Assets,195,187,161,134,130,105,128,135,132
  └─ Land,26.32,26.64,31.99,51.25,74.45,72.95,74.03,74.03,
  └─ Building,39.05,39.05,35.01,35.01,35.01,34.33,34.33,34.33,
  └─ Plant Machinery,228.64,230.49,216.14,219.14,233.34,225.78,10.38,13.39,
  └─ Equipments,2.39,2.39,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Furniture n fittings,0.52,0.52,1.97,1.97,1.97,1.97,1.97,1.97,
  └─ Vehicles,4.96,5.96,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Wind turbines,0.00,0.00,74.08,74.08,74.08,74.08,326.14,318.84,
  └─ Other fixed assets,0.28,0.27,46.72,47.20,47.58,27.92,23.31,34.79,
  └─ Gross Block,302.16,305.32,405.91,428.65,466.43,437.03,470.16,477.35,
  └─ Accumulated Depreciation,107.50,117.85,244.43,294.72,336.93,332.12,342.47,342.30,
CWIP,2,0,3,0,0,14,0,0,0
Investments,39,23,18,50,164,268,253,349,307
Other Assets,137,129,262,334,494,558,534,585,677
  └─ Inventories,22,12,37,40,144,126,32,40,50
  └─ Trade receivables,53,53,82,97,132,149,107,103,84
    └─ Receivables over 6m,5,5,0,10,24,24,27,20,
    └─ Receivables under 6m,49,48,82,87,108,125,80,84,
    └─ Prov for Doubtful,0,0,-0,-1,-1,-1,-1,-1,
  └─ Cash Equivalents,6,8,86,139,113,229,334,374,439
  └─ Loans n Advances,15,16,34,36,90,14,35,51,34
  └─ Other asset items,41,41,23,24,15,41,26,18,69
Total Assets,372,340,445,519,788,945,914,1070,1115
