Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,17,22
Reserves,15,14,77
Borrowings,18,26,26
  └─ Long term Borrowings,3.73,1.53,8.20
  └─ Short term Borrowings,14.64,24.47,17.56
Other Liabilities,6,13,39
  └─ Trade Payables,2.15,8.42,34.59
  └─ Other liability items,3.76,4.26,4.56
Total Liabilities,48,70,163
Fixed Assets,10,8,35
CWIP,1,1,1
Investments,0,0,0
Other Assets,38,61,128
  └─ Inventories,27,42,36
  └─ Trade receivables,9,16,58
  └─ Cash Equivalents,0,0,0
  └─ Loans n Advances,1,0,14
  └─ Other asset items,0,3,20
Total Assets,48,70,163
