Metric,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019
Equity Capital,9,9,9,9,9,9,9,9,9,9
Reserves,39,39,35,31,30,31,33,29,31,32
Borrowings,78,85,110,108,107,109,97,87,74,76
  └─ Long term Borrowings,,55.89,69.10,77.99,73.96,62.61,51.48,39.71,21.36,35.92
  └─ Short term Borrowings,,28.93,30.47,28.48,28.18,37.71,35.28,33.31,34.01,36.55
  └─ Other Borrowings,78.07,0.00,10.25,1.70,5.02,8.28,10.71,13.69,18.30,3.15
Other Liabilities,30,43,34,28,33,38,34,41,47,39
  └─ Non controlling int,0.00,0.00,0.00,0.79,0.95,1.18,0.02,0.00,0.00,0.00
  └─ Trade Payables,13.27,20.57,23.94,19.55,24.71,27.61,24.60,30.79,36.62,29.34
  └─ Other liability items,17.14,22.26,9.87,7.61,7.82,8.73,9.57,9.91,10.00,9.62
Total Liabilities,156,176,188,176,180,186,174,165,160,156
Fixed Assets,68,77,88,84,79,73,67,58,54,52
  └─ Land,1,1,1,1,1,1,1,1,1,1
  └─ Building,21,21,22,22,23,23,23,23,23,23
  └─ Plant Machinery,97,111,130,134,138,139,140,116,118,123
  └─ Equipments,0,0,0,0,0,0,0,0,0,0
  └─ Furniture n fittings,2,2,2,2,2,2,2,2,2,2
  └─ Vehicles,1,1,1,1,1,1,1,3,3,3
  └─ Intangible Assets,0,0,0,0,0,0,2,2,2,2
  └─ Other fixed assets,0,1,0,0,0,0,0,0,0,0
  └─ Gross Block,121,137,156,161,165,167,169,147,150,154
  └─ Accumulated Depreciation,53,60,68,77,86,94,102,88,96,102
CWIP,7,2,3,1,4,2,3,4,3,0
Investments,1,0,0,0,0,0,0,0,0,0
Other Assets,80,97,96,92,97,111,104,103,103,104
  └─ Inventories,26.05,31.37,36.21,25.28,30.58,33.88,32.96,35.48,40.32,46.60
  └─ Trade receivables,27.46,24.17,19.21,21.57,20.51,29.56,22.97,28.88,33.93,27.23
  └─ Cash Equivalents,4.15,8.13,7.81,7.89,9.01,6.66,9.51,11.03,5.15,5.44
  └─ Loans n Advances,5.88,12.27,0.71,8.82,10.10,10.75,9.64,7.87,6.92,11.38
  └─ Other asset items,16.18,21.47,32.16,27.94,27.10,30.34,29.09,20.18,16.57,13.24
Total Assets,156,176,188,176,180,186,174,165,160,156
