Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,40,51,51,51,51,51,51,51,51,51,51,51,
Reserves,831,1307,1410,1637,1973,2503,3002,3577,4234,5134,5938,6762,
Borrowings,1692,1649,1906,2021,2775,3515,4192,4793,6282,8025,9364,5170,
  └─ Long term Borrowings,1307,1571,1673,1843,2515,3246,3735,4337,5559,7264,8708,4734,
  └─ Short term Borrowings,328,30,121,23,20,16,454,442,712,752,636,417,
  └─ Lease Liabilities,0,0,0,0,0,0,4,14,10,9,20,19,
  └─ Other Borrowings,58,47,112,156,241,253,0,0,0,0,0,,
Other Liabilities,534,1829,1851,2192,2455,2421,2330,2224,2066,2400,2705,1875,
  └─ Non controlling int,0,0,0,0,0,0,-0,-0,0,0,-0,-0,
  └─ Trade Payables,111,205,277,473,479,476,726,514,688,953,874,790,
  └─ Advance from Customers,33,177,135,0,0,0,0,0,0,155,404,,
  └─ Other liability items,389,1447,1439,1720,1976,1945,1604,1710,1377,1292,1427,1085,
Total Liabilities,3097,4835,5219,5902,7254,8490,9575,10645,12632,15610,18059,13858,
Fixed Assets,683,2447,2405,2279,2234,1978,1797,1482,1291,1159,992,692,
  └─ Land,1,1,2,2,3,5,5,4,6,4,6,,
  └─ Building,42,7,7,7,7,6,23,23,23,23,22,,
  └─ Plant Machinery,323,365,400,514,790,860,1026,1019,1054,1073,1065,,
  └─ Equipments,2,3,5,7,10,11,12,15,16,19,18,,
  └─ Computers,6,7,3,4,6,6,8,10,12,11,12,,
  └─ Furniture n fittings,2,3,2,3,4,4,5,6,7,7,7,,
  └─ Vehicles,12,15,15,24,33,38,43,52,56,60,60,,
  └─ Intangible Assets,0,0,0,0,1,9,11,22,28,28,28,64,
  └─ Other fixed assets,503,2599,2411,2412,2413,2408,2392,2405,2406,2409,2424,,
  └─ Gross Block,893,3001,2846,2974,3265,3349,3525,3556,3607,3636,3644,,
  └─ Accumulated Depreciation,210,554,441,696,1031,1371,1728,2074,2316,2476,2651,,
CWIP,1482,2,8,11,6,0,3,0,0,0,0,4,
Investments,94,66,103,169,263,444,579,424,312,511,790,788,
Other Assets,838,2320,2703,3443,4752,6068,7196,8740,11030,13940,16276,12375,
  └─ Inventories,223,236,153,176,404,267,354,481,764,765,861,761,
  └─ Trade receivables,264,411,652,595,519,284,393,666,1099,1633,1254,1509,
    └─ Receivables over 6m,61,0,0,0,0,0,156,160,385,519,704,,4
    └─ Receivables under 6m,204,411,652,595,519,284,242,550,728,1127,564,,188
    └─ Prov for Doubtful,0,0,0,0,0,0,-5,-44,-14,-14,-14,,0
  └─ Cash Equivalents,41,107,47,185,408,921,945,747,706,1379,1644,2238,
  └─ Loans n Advances,63,102,36,107,170,332,404,400,141,24,20,5538,
  └─ Other asset items,247,1465,1815,2381,3250,4263,5101,6446,8320,10139,12497,2328,
Total Assets,3097,4835,5219,5902,7254,8490,9575,10645,12632,15610,18059,13858,
