Metric,Mar 2022,Mar 2023,Mar 2024
Equity Capital,4.93,7.21,
Reserves,1.27,16.61,
Borrowings,8.51,4.83,
  └─ Long term Borrowings,1.32,0.90,
  └─ Short term Borrowings,7.18,3.94,
  └─ Other Borrowings,0.01,-0.01,
Other Liabilities,6.98,6.49,
  └─ Trade Payables,1.74,5.13,
  └─ Advance from Customers,4.51,0.42,
  └─ Other liability items,0.73,0.94,
Total Liabilities,21.69,35.14,
Fixed Assets,1.62,1.46,
  └─ Equipments,1.63,1.64,
  └─ Computers,0.15,0.16,
  └─ Furniture n fittings,0.50,0.50,
  └─ Vehicles,0.37,0.37,
  └─ Gross Block,2.65,2.67,
  └─ Accumulated Depreciation,1.03,1.21,
CWIP,0.00,0.00,
Investments,0.84,4.34,
Other Assets,19.23,29.34,
  └─ Inventories,0.02,0.13,
  └─ Trade receivables,11.88,13.07,
  └─ Cash Equivalents,1.51,4.75,
  └─ Loans n Advances,3.70,6.87,
  └─ Other asset items,2.12,4.52,
Total Assets,21.69,35.14,
