Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,8,8,8,8,16,16,16,16
Reserves,54,63,71,79,84,100,115,132,153
Borrowings,37,56,58,39,29,44,31,46,19
  └─ Long term Borrowings,7.57,16.10,10.12,7.13,4.65,15.60,10.33,4.87,1.38
  └─ Short term Borrowings,28.25,34.56,42.17,28.80,17.93,22.11,14.83,38.69,16.26
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,6.41,5.41,2.18,1.28
  └─ Other Borrowings,0.88,5.01,5.97,3.16,5.98,0.00,-0.01,0.00,
Other Liabilities,50,69,70,75,70,65,71,52,68
  └─ Trade Payables,38,57,56,61,56,50,56,37,52
  └─ Advance from Customers,0,0,0,0,0,0,0,0,
  └─ Other liability items,11,12,14,13,14,14,14,15,16
Total Liabilities,148,196,208,200,190,224,232,245,256
Fixed Assets,51,71,67,66,58,56,84,93,90
  └─ Land,5.22,7.90,7.90,7.90,7.90,0.51,4.30,4.30,
  └─ Building,9.51,9.66,10.09,10.12,10.38,6.92,14.09,20.92,
  └─ Plant Machinery,36.04,53.55,50.87,52.83,52.51,53.44,71.30,77.47,
  └─ Equipments,3.31,4.13,4.30,4.30,7.20,7.98,9.00,10.31,
  └─ Computers,0.12,0.22,0.24,0.24,0.22,0.18,0.24,0.29,
  └─ Furniture n fittings,1.68,2.34,2.44,2.45,1.95,1.90,3.59,4.31,
  └─ Vehicles,0.33,0.48,0.48,0.59,0.56,0.68,0.70,0.70,
  └─ Other fixed assets,0.01,0.00,0.01,0.00,0.00,8.74,8.75,6.46,
  └─ Gross Block,56.22,78.28,76.33,78.43,80.72,80.35,111.97,124.76,
  └─ Accumulated Depreciation,5.36,7.78,9.06,12.70,22.40,24.48,28.13,32.00,
CWIP,6,4,7,7,7,24,1,3,6
Investments,0,0,0,0,0,0,0,0,1
Other Assets,91,121,133,127,124,144,147,149,160
  └─ Inventories,30,53,59,57,53,60,70,62,68
  └─ Trade receivables,44,48,54,46,43,54,55,60,63
    └─ Receivables over 6m,2,3,55,47,45,5,5,5,
    └─ Receivables under 6m,42,46,0,0,0,52,54,59,
    └─ Prov for Doubtful,-1,-1,-1,-1,-2,-3,-4,-4,
  └─ Cash Equivalents,1,2,3,5,4,5,6,5,6
  └─ Loans n Advances,0,1,1,1,1,1,1,1,1
  └─ Other asset items,16,18,17,18,23,25,16,21,21
Total Assets,148,196,208,200,190,224,232,245,256
