Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5.51,5.51,5.51
Reserves,25.02,29.36,36.65
Borrowings,5.35,3.60,1.62
  └─ Long term Borrowings,0.04,0.01,0.00
  └─ Short term Borrowings,5.31,3.58,1.62
  └─ Other Borrowings,0.00,0.01,
Other Liabilities,21.39,20.56,20.77
  └─ Trade Payables,3.63,3.62,2.75
  └─ Advance from Customers,9.27,2.99,
  └─ Other liability items,8.49,13.95,18.02
Total Liabilities,57.27,59.03,64.55
Fixed Assets,8.21,9.00,9.89
  └─ Land,1.25,1.25,
  └─ Building,3.10,3.10,
  └─ Plant Machinery,1.34,2.32,
  └─ Equipments,3.56,3.56,
  └─ Computers,0.38,0.41,
  └─ Furniture n fittings,0.87,0.89,
  └─ Vehicles,0.95,1.05,
  └─ Intangible Assets,0.00,0.00,0.67
  └─ Other fixed assets,0.01,0.01,
  └─ Gross Block,11.46,12.59,
  └─ Accumulated Depreciation,3.25,3.59,
CWIP,3.71,5.59,6.39
Investments,0.00,0.00,0.00
Other Assets,45.35,44.44,48.27
  └─ Inventories,5.53,6.03,4.15
  └─ Trade receivables,15.72,3.51,8.15
  └─ Cash Equivalents,23.02,33.34,34.57
  └─ Loans n Advances,0.01,0.09,0.04
  └─ Other asset items,1.07,1.47,1.36
Total Assets,57.27,59.03,64.55
