Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,11,11,12,12,12
Reserves,7,8,17,54,67,70
Borrowings,35,32,35,80,140,182
  └─ Long term Borrowings,6,3,3,4,20,20
  └─ Short term Borrowings,24,21,22,55,83,115
  └─ Lease Liabilities,5,8,10,21,37,46
  └─ Other Borrowings,-0,0,-0,-0,0,
Other Liabilities,23,25,32,48,53,98
  └─ Trade Payables,20,20,27,37,41,70
  └─ Advance from Customers,0,0,0,0,0,
  └─ Other liability items,3,5,5,11,13,27
Total Liabilities,75,76,95,194,273,362
Fixed Assets,7,10,15,46,59,105
  └─ Land,0.00,0.00,0.00,6.59,6.59,
  └─ Building,6.07,10.29,14.50,31.08,49.35,
  └─ Plant Machinery,0.00,0.00,0.00,3.62,3.72,
  └─ Equipments,0.24,0.35,0.50,1.61,1.90,
  └─ Computers,0.07,0.16,0.45,0.92,1.26,
  └─ Furniture n fittings,3.34,3.98,6.36,12.44,15.38,
  └─ Vehicles,0.26,0.26,2.13,5.22,5.24,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.08
  └─ Other fixed assets,0.12,0.15,0.15,0.62,0.69,
  └─ Gross Block,10.10,15.19,24.09,62.10,84.13,
  └─ Accumulated Depreciation,2.80,5.29,8.75,15.80,24.83,
CWIP,0,0,0,0,23,0
Investments,0,0,0,0,0,0
Other Assets,68,66,79,148,191,257
  └─ Inventories,22,22,31,65,76,128
  └─ Trade receivables,34,30,32,54,74,99
  └─ Cash Equivalents,2,3,6,7,10,6
  └─ Loans n Advances,3,3,5,10,10,5
  └─ Other asset items,7,7,5,11,21,20
Total Assets,75,76,95,194,273,362
