Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,51,51,51,57,66,66,66
Reserves,186,188,243,309,1103,1291,1479
Borrowings,272,426,495,469,-0,393,584
  └─ Long term Borrowings,244,421,465,453,0,322,501
  └─ Short term Borrowings,28,4,31,16,0,4,8
  └─ Lease Liabilities,0,0,0,0,0,67,76
  └─ Other Borrowings,0,0,0,0,0,0,
Other Liabilities,94,124,120,151,112,155,255
  └─ Non controlling int,0,7,-5,-2,-0,0,0
  └─ Trade Payables,59,59,61,71,62,103,96
  └─ Advance from Customers,0,5,6,8,10,15,
  └─ Other liability items,36,54,58,74,40,37,159
Total Liabilities,603,789,909,986,1281,1905,2383
Fixed Assets,435,630,684,720,718,977,1384
  └─ Land,35.99,44.85,97.28,97.28,97.78,257.37,
  └─ Building,213.94,328.73,333.28,349.75,351.31,414.29,
  └─ Plant Machinery,63.22,99.59,100.88,107.15,114.61,122.28,
  └─ Equipments,197.62,252.20,274.00,311.95,337.12,366.89,
  └─ Computers,5.44,7.06,8.28,9.44,11.03,12.26,
  └─ Furniture n fittings,55.43,65.09,70.56,79.91,85.04,103.79,
  └─ Vehicles,2.69,2.75,2.23,4.36,4.65,6.42,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,7.96
  └─ Other fixed assets,1.18,1.42,4.73,5.26,3.75,5.91,
  └─ Gross Block,575.51,801.69,891.24,965.10,1005.29,1289.21,
  └─ Accumulated Depreciation,140.95,171.69,207.33,245.40,287.66,311.81,
CWIP,10,26,27,29,74,185,129
Investments,2,7,3,2,17,114,486
Other Assets,156,126,195,235,473,628,384
  └─ Inventories,14,13,15,19,21,24,38
  └─ Trade receivables,45,22,28,46,57,42,76
    └─ Receivables over 6m,9.18,5.55,7.26,2.57,6.47,4.74,
    └─ Receivables under 6m,35.44,16.30,20.61,43.12,51.57,39.88,
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,-0.83,-2.73,
  └─ Cash Equivalents,7,19,103,134,301,489,58
  └─ Loans n Advances,28,33,22,7,7,11,33
  └─ Other asset items,62,38,27,29,86,62,179
Total Assets,603,789,909,986,1281,1905,2383
