Metric,Mar 2006,Mar 2007,Mar 2008
Equity Capital,4.23,4.23,4.23
Reserves,0.25,-1.07,-0.94
Borrowings,0.15,0.01,0.01
  └─ Other Borrowings,0.15,0.01,0.01
Other Liabilities,0.74,0.11,0.09
  └─ Trade Payables,0.03,0.00,0.00
  └─ Other liability items,0.71,0.11,0.09
Total Liabilities,5.37,3.28,3.39
Fixed Assets,4.12,2.34,2.12
  └─ Land,0.15,0.15,0.15
  └─ Building,2.17,2.66,2.66
  └─ Plant Machinery,7.34,1.78,0.12
  └─ Equipments,0.29,0.13,0.13
  └─ Furniture n fittings,0.62,0.45,0.45
  └─ Vehicles,0.11,0.11,0.11
  └─ Other fixed assets,-0.50,-0.02,-0.02
  └─ Gross Block,10.18,5.26,3.60
  └─ Accumulated Depreciation,6.06,2.92,1.48
CWIP,0.47,0.00,0.00
Investments,0.06,0.01,0.28
Other Assets,0.72,0.93,0.99
  └─ Trade receivables,0.29,0.02,0.03
    └─ Receivables over 6m,0.29,0.01,0.01
    └─ Receivables under 6m,0.00,0.01,0.02
  └─ Cash Equivalents,0.25,0.19,0.12
  └─ Loans n Advances,-0.61,-0.62,0.05
  └─ Other asset items,0.79,1.34,0.79
Total Assets,5.37,3.28,3.39
