Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,49,35,35,45,81,81,96,97
Reserves,-1094,1472,2347,3359,3447,3368,3082,4645,4730
Borrowings,1657,7,34,61,446,906,1430,1570,1594
  └─ Long term Borrowings,1655,0,0,10,51,55,229,210,179
  └─ Short term Borrowings,0,0,0,1,39,121,233,343,416
  └─ Lease Liabilities,0,0,0,0,319,723,960,1017,999
  └─ Preference Capital,1655,7,34,44,37,7,7,0,0
  └─ Other Borrowings,-1654,0,0,6,0,0,0,0,
Other Liabilities,96,151,341,619,2147,2602,2727,2359,2608
  └─ Non controlling int,0,0,0,98,760,743,621,539,529
  └─ Trade Payables,67,121,176,299,529,738,908,928,1023
  └─ Advance from Customers,0,15,17,22,46,117,125,131,
  └─ Other liability items,28,15,149,201,812,1004,1074,761,1057
Total Liabilities,666,1678,2758,4073,6084,6957,7321,8670,9028
Fixed Assets,356,351,383,508,2213,3533,3868,3609,3591
  └─ Land,0,0,0,0,26,31,21,42,
  └─ Building,3,5,6,25,363,805,1105,1155,
  └─ Plant Machinery,0,0,2,35,107,172,338,433,
  └─ Equipments,2,3,7,9,16,41,69,82,
  └─ Computers,4,6,11,15,23,32,36,44,
  └─ Furniture n fittings,13,19,39,58,121,223,288,311,
  └─ Vehicles,0,0,0,0,2,2,3,2,
  └─ Intangible Assets,331,351,341,381,1611,2416,2418,2418,1875
  └─ Other fixed assets,21,3,27,59,70,130,114,117,
  └─ Gross Block,373,387,432,582,2339,3852,4392,4605,
  └─ Accumulated Depreciation,18,36,49,73,126,319,525,996,
CWIP,0,7,23,18,42,26,1,7,20
Investments,0,0,0,0,0,0,5,5,5
Other Assets,310,1320,2352,3547,3830,3397,3447,5049,5412
  └─ Inventories,86,189,294,522,980,1286,1629,2130,1994
  └─ Trade receivables,35,44,81,136,218,225,218,283,368
  └─ Cash Equivalents,132,445,1271,2295,2268,1179,674,1706,1403
  └─ Loans n Advances,12,28,46,66,164,208,331,180,454
  └─ Other asset items,46,614,661,528,201,498,594,750,1193
Total Assets,666,1678,2758,4073,6084,6957,7321,8670,9028
