Metric,Mar 2011,Mar 2012,Mar 2013,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,16,16,20,21,23,26,28,29
Reserves,35,131,126,173,291,373,1012,2800,3020
Borrowings,68,78,80,185,399,577,435,384,597
  └─ Long term Borrowings,28,29,,87,172,225,187,181,138
  └─ Short term Borrowings,33,49,,96,212,318,174,121,362
  └─ Lease Liabilities,0,0,,2,15,34,74,82,97
  └─ Other Borrowings,7,0,80,0,0,0,0,0,
Other Liabilities,46,62,65,203,358,536,837,1910,2302
  └─ Trade Payables,34,35,45,153,269,390,646,1374,1757
  └─ Advance from Customers,0,0,0,1,14,2,14,15,
  └─ Other liability items,13,27,20,48,75,144,177,521,544
Total Liabilities,160,288,288,580,1069,1509,2310,5123,5947
Fixed Assets,62,122,123,273,441,578,783,1136,1540
  └─ Land,1.72,4.75,0.00,5.92,15.22,15.22,29.73,64.76,
  └─ Building,20.80,44.65,0.00,102.10,150.85,184.19,259.83,378.01,
  └─ Plant Machinery,40.47,75.49,0.00,209.30,327.33,450.15,600.16,844.70,
  └─ Equipments,0.75,0.92,0.00,2.17,3.87,6.61,7.95,14.42,
  └─ Furniture n fittings,3.19,4.05,0.00,12.43,19.18,25.09,29.28,39.47,
  └─ Vehicles,1.89,2.32,0.00,6.75,9.77,12.85,14.84,17.13,
  └─ Intangible Assets,0.30,1.30,0.00,0.55,0.00,0.00,0.00,0.00,5.21
  └─ Other fixed assets,0.08,0.10,143.62,1.00,1.26,2.05,2.37,3.51,
  └─ Gross Block,69.20,133.58,143.62,340.22,527.48,696.16,944.16,1362.00,
  └─ Accumulated Depreciation,7.22,11.70,21.07,67.09,86.52,118.37,161.61,225.61,
CWIP,17,21,22,6,5,2,65,76,312
Investments,0,30,26,0,1,2,6,8,11
Other Assets,80,115,117,301,623,927,1456,3902,4083
  └─ Inventories,17,24,28,93,287,354,545,1318,1601
  └─ Trade receivables,33,18,35,147,213,438,553,980,1184
  └─ Cash Equivalents,6,12,5,17,39,40,182,980,389
  └─ Loans n Advances,4,13,11,16,26,32,32,153,37
  └─ Other asset items,21,49,39,27,58,63,143,471,871
Total Assets,160,288,288,580,1069,1509,2310,5123,5947
