Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.76,0.76,0.76,0.76,0.76,0.76,0.76
Reserves,10.28,10.87,13.92,17.93,20.41,25.12,28.30
Borrowings,0.10,0.60,0.29,0.23,0.78,0.84,1.09
  └─ Long term Borrowings,0.09,0.60,0.23,0.18,0.12,0.05,0.05
  └─ Short term Borrowings,0.00,0.00,0.05,0.06,0.66,0.78,1.04
  └─ Other Borrowings,0.01,0.00,0.01,-0.01,0.00,0.01,
Other Liabilities,9.43,7.83,10.16,9.46,15.34,11.80,12.18
  └─ Trade Payables,7.51,5.08,7.32,7.18,10.92,10.16,10.34
  └─ Advance from Customers,0.76,1.66,1.86,1.02,3.14,0.67,
  └─ Other liability items,1.16,1.09,0.98,1.26,1.28,0.97,1.84
Total Liabilities,20.57,20.06,25.13,28.38,37.29,38.52,42.33
Fixed Assets,4.43,4.59,5.81,5.71,6.67,8.04,9.39
  └─ Land,0.05,0.05,0.05,0.05,0.00,0.00,
  └─ Building,5.91,6.04,6.12,6.22,6.58,7.03,
  └─ Plant Machinery,16.49,16.91,18.21,18.52,18.81,20.55,
  └─ Equipments,0.79,0.86,0.92,0.98,1.08,1.10,
  └─ Computers,0.34,0.36,0.42,0.43,0.51,0.64,
  └─ Furniture n fittings,1.27,1.39,1.52,1.91,2.36,2.77,
  └─ Vehicles,1.28,1.28,1.03,1.03,1.03,1.05,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.01
  └─ Other fixed assets,0.00,0.00,0.01,0.01,0.00,0.00,
  └─ Gross Block,26.13,26.89,28.28,29.15,30.37,33.14,
  └─ Accumulated Depreciation,21.70,22.31,22.47,23.43,23.70,25.10,
CWIP,0.00,0.00,0.00,0.01,0.01,0.01,0.00
Investments,0.43,1.60,1.77,3.17,4.52,5.80,6.61
Other Assets,15.71,13.87,17.55,19.49,26.09,24.67,26.33
  └─ Inventories,3.94,3.58,3.97,4.04,6.60,5.03,6.83
  └─ Trade receivables,4.54,2.80,5.60,7.49,10.31,9.49,9.05
    └─ Receivables over 6m,1.04,0.40,0.01,0.07,0.22,0.78,
    └─ Receivables under 6m,3.69,2.60,5.62,7.49,10.31,9.49,
    └─ Prov for Doubtful,-0.20,-0.20,-0.03,-0.07,-0.22,-0.78,
  └─ Cash Equivalents,5.24,5.78,6.82,6.42,7.96,8.51,8.36
  └─ Loans n Advances,0.79,0.99,0.25,0.38,0.47,0.69,0.34
  └─ Other asset items,1.20,0.72,0.91,1.16,0.75,0.95,1.75
Total Assets,20.57,20.06,25.13,28.38,37.29,38.52,42.33
