Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,3,3
Reserves,38,46,53
Borrowings,2,2,0
  └─ Long term Borrowings,0.49,0.00,0.00
  └─ Short term Borrowings,1.02,1.15,0.01
  └─ Lease Liabilities,0.00,0.49,0.42
Other Liabilities,6,8,7
  └─ Trade Payables,2.84,4.09,3.31
  └─ Other liability items,3.66,3.51,3.73
Total Liabilities,48,58,64
Fixed Assets,18,18,17
CWIP,0,0,0
Investments,4,9,17
Other Assets,26,31,29
  └─ Inventories,13.75,17.46,15.90
  └─ Trade receivables,0.37,0.62,0.50
  └─ Cash Equivalents,0.28,0.77,4.32
  └─ Loans n Advances,5.84,0.64,0.02
  └─ Other asset items,5.88,11.49,8.42
Total Assets,48,58,64
