Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1.31,1.31,1.31,14.29,14.29,14.29,14.29,13.69,13.69,13.69
Reserves,7.73,9.88,10.87,1.66,0.00,3.79,5.32,5.70,8.82,12.17
Borrowings,26.59,21.50,12.73,14.85,10.35,8.86,7.32,5.52,2.54,7.54
  └─ Long term Borrowings,14.05,9.70,4.66,5.24,4.32,3.70,0.56,0.19,1.87,3.51
  └─ Short term Borrowings,8.23,7.87,6.50,8.37,6.03,5.16,6.76,5.33,0.66,4.03
  └─ Other Borrowings,4.31,3.93,1.57,1.24,0.00,0.00,0.00,0.00,0.01,
Other Liabilities,16.88,21.82,13.88,4.45,8.03,8.68,9.78,8.83,9.60,8.86
  └─ Non controlling int,0.63,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Trade Payables,12.62,16.64,10.87,2.12,5.61,6.66,6.36,4.71,5.66,5.53
  └─ Advance from Customers,0.44,0.83,0.64,0.33,0.00,0.00,0.00,0.00,0.00,
  └─ Other liability items,3.19,3.61,2.37,2.00,2.42,2.02,3.42,4.12,3.94,3.33
Total Liabilities,52.51,54.51,38.79,35.25,32.67,35.62,36.71,33.74,34.65,42.26
Fixed Assets,26.09,24.51,8.39,8.58,8.83,9.16,10.51,8.99,8.84,11.73
  └─ Land,0.00,0.00,0.00,0.00,0.69,0.69,0.69,0.69,0.69,
  └─ Building,10.25,10.07,5.39,5.40,4.71,5.18,5.18,5.18,5.18,
  └─ Plant Machinery,22.76,23.34,12.09,12.32,13.21,14.13,16.05,13.09,12.68,
  └─ Equipments,3.50,0.09,0.10,0.10,0.11,3.31,3.28,3.35,3.10,
  └─ Computers,0.15,0.16,0.12,1.26,1.28,0.15,0.15,0.15,0.15,
  └─ Furniture n fittings,1.60,1.60,0.94,0.98,0.98,0.98,0.99,0.99,1.04,
  └─ Vehicles,0.48,0.48,0.48,0.48,0.48,0.48,0.78,0.78,0.66,
  └─ Other fixed assets,0.12,3.88,3.25,3.28,3.27,1.30,1.61,2.01,2.02,
  └─ Gross Block,38.86,39.62,22.37,23.82,24.73,26.22,28.73,26.24,25.52,
  └─ Accumulated Depreciation,12.77,15.11,13.99,15.24,15.91,17.06,18.22,17.26,16.68,
CWIP,0.03,0.00,0.00,0.00,0.69,1.32,0.29,0.45,1.20,0.00
Investments,0.12,0.05,3.78,11.38,11.43,11.58,11.81,12.38,12.74,13.31
Other Assets,26.27,29.95,26.62,15.29,11.72,13.56,14.10,11.92,11.87,17.22
  └─ Inventories,11.50,11.16,8.92,4.06,3.62,4.62,4.03,5.57,5.43,4.89
  └─ Trade receivables,10.32,14.49,9.96,6.11,6.87,7.04,7.96,4.15,3.68,8.91
  └─ Cash Equivalents,0.33,0.28,0.11,3.29,0.05,0.06,0.08,0.03,0.03,0.01
  └─ Loans n Advances,1.22,1.33,0.49,0.22,0.36,0.62,0.65,0.95,0.59,1.56
  └─ Other asset items,2.90,2.69,7.14,1.61,0.82,1.22,1.38,1.22,2.14,1.85
Total Assets,52.51,54.51,38.79,35.25,32.67,35.62,36.71,33.74,34.65,42.26
