Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,50,0.00,16284,16284,16284,16284,16582,18715
Reserves,1581,-5,19,-663,-1501,-2115,-2528,-3669
Borrowings,6162,0,3774,4461,5466,6986,10125,12991
  └─ Long term Borrowings,5621,0,3349,3536,4584,4884,8611,9454
  └─ Short term Borrowings,139,0,406,912,869,2089,1499,3522
  └─ Lease Liabilities,0,0,19,13,13,13,16,15
  └─ Preference Capital,103,0,0,0,0,0,0,0
  └─ Other Borrowings,299,0,0,0,0,0,-0,
Other Liabilities,1339,5,2169,2205,2427,2660,2908,3595
  └─ Non controlling int,134,0,910,851,796,760,756,750
  └─ Trade Payables,69,0,52,70,71,109,131,115
  └─ Advance from Customers,11,0,49,22,10,3,4,
  └─ Other liability items,1125,5,1157,1262,1550,1789,2017,2729
Total Liabilities,9132,0,22246,22287,22676,23815,27088,31633
Fixed Assets,6052,0,21199,21223,21431,21974,24774,28790
  └─ Land,0.20,0.00,0.00,0.10,0.00,0.09,0.09,
  └─ Building,51.40,0.00,46.70,43.40,32.50,32.51,32.51,
  └─ Plant Machinery,113.50,0.00,84.00,104.60,100.30,93.08,100.61,
  └─ Equipments,0.80,0.00,0.50,0.50,0.60,0.72,0.45,
  └─ Computers,0.90,0.00,0.00,2.10,2.40,3.61,4.50,
  └─ Furniture n fittings,2.00,0.00,16.60,20.90,21.50,21.68,27.02,
  └─ Vehicles,0.00,0.00,0.00,0.00,0.00,0.00,2.41,
  └─ Intangible Assets,0.00,0.00,0.10,0.10,0.10,0.15,0.16,0.16
  └─ Other fixed assets,6593.30,0.00,21272.10,21592.30,22169.70,23086.57,26240.87,
  └─ Gross Block,6762.10,0.00,21420.00,21764.00,22327.10,23238.41,26408.62,
  └─ Accumulated Depreciation,709.90,0.00,220.70,541.00,896.30,1264.89,1634.60,
CWIP,2,0,2,0,0,0,65,128
Investments,1,0,2,2,3,3,4,4
Other Assets,3077,0,1043,1061,1242,1838,2245,2711
  └─ Inventories,3,0,4,3,7,4,5,5
  └─ Trade receivables,30,0,21,21,57,109,59,52
  └─ Cash Equivalents,63,0,366,360,427,610,741,1296
  └─ Loans n Advances,21,0,10,18,44,42,51,531
  └─ Other asset items,2960,0,641,660,707,1072,1390,826
Total Assets,9132,0,22246,22287,22676,23815,27088,31633
