Metric,Mar 2022,Mar 2023,Mar 2024
Equity Capital,2.01,2.76,2.76
Reserves,0.24,2.42,2.69
Borrowings,0.01,0.02,0.02
  └─ Long term Borrowings,0.01,0.00,0.00
  └─ Other Borrowings,0.00,0.02,0.02
Other Liabilities,0.28,0.23,1.30
  └─ Trade Payables,0.04,0.03,0.22
  └─ Advance from Customers,0.08,0.06,0.01
  └─ Other liability items,0.16,0.14,1.07
Total Liabilities,2.54,5.43,6.77
Fixed Assets,0.22,0.25,0.20
  └─ Plant Machinery,0.06,0.06,0.05
  └─ Equipments,0.03,0.03,0.03
  └─ Computers,0.12,0.12,0.15
  └─ Furniture n fittings,0.14,0.20,0.21
  └─ Other fixed assets,0.14,0.19,0.18
  └─ Gross Block,0.49,0.60,0.62
  └─ Accumulated Depreciation,0.27,0.35,0.42
CWIP,-0.00,0.25,1.03
Investments,0.85,3.41,0.24
Other Assets,1.47,1.52,5.30
  └─ Inventories,0.21,0.18,0.16
  └─ Trade receivables,0.00,0.03,0.52
  └─ Cash Equivalents,0.25,0.39,3.63
  └─ Loans n Advances,0.87,0.00,0.00
  └─ Other asset items,0.14,0.92,0.99
Total Assets,2.54,5.43,6.77
