Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,23,23,23,23,23,23,23,23,28,28,28
Reserves,591,647,724,761,815,882,934,957,1543,1840,2190
Borrowings,233,221,240,276,257,207,271,347,588,1366,2302
  └─ Long term Borrowings,1,1,16,25,23,8,1,2,78,438,501
  └─ Short term Borrowings,215,219,221,242,224,199,269,345,509,927,1798
  └─ Lease Liabilities,0,0,0,0,1,0,1,1,1,1,3
  └─ Other Borrowings,16,1,2,8,8,-0,-0,0,-0,0,
Other Liabilities,171,156,334,316,297,254,284,334,608,1112,1823
  └─ Trade Payables,110,94,250,235,200,166,192,164,351,580,773
  └─ Advance from Customers,13,14,12,8,8,7,0,0,0,0,
  └─ Other liability items,48,49,72,73,89,81,92,170,257,533,1050
Total Liabilities,1018,1047,1320,1376,1392,1366,1512,1662,2767,4346,6343
Fixed Assets,138,164,167,178,173,163,156,157,193,285,487
  └─ Land,15.56,21.59,21.59,21.59,6.00,6.00,6.00,6.00,6.00,6.00,
  └─ Building,56.75,65.40,71.67,71.72,73.38,73.81,73.90,74.99,77.35,109.10,
  └─ Plant Machinery,62.45,87.93,99.50,124.73,128.91,130.11,136.68,148.46,184.61,258.41,
  └─ Equipments,0.47,1.02,1.16,1.15,1.18,1.25,1.35,1.72,2.92,3.84,
  └─ Computers,1.25,2.06,2.67,4.04,4.71,5.75,7.18,8.54,13.19,18.16,
  └─ Furniture n fittings,0.77,1.31,1.56,1.81,1.94,2.06,2.20,2.42,3.28,5.24,
  └─ Vehicles,3.43,5.64,6.68,7.69,7.89,7.89,8.53,9.44,13.67,19.12,
  └─ Wind turbines,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.31
  └─ Other fixed assets,1.42,2.56,2.85,3.27,21.60,22.83,25.39,27.48,30.17,35.87,
  └─ Gross Block,145.65,191.06,211.23,239.55,249.16,253.25,264.78,282.60,334.74,459.29,
  └─ Accumulated Depreciation,7.33,27.52,44.54,61.54,75.86,90.61,109.27,125.96,141.55,174.32,
CWIP,2,0,2,2,1,0,2,7,15,41,64
Investments,101,204,234,242,207,259,314,340,209,209,169
Other Assets,776,679,918,955,1011,944,1041,1159,2350,3812,5623
  └─ Inventories,118,116,196,207,151,178,220,286,483,850,1353
  └─ Trade receivables,415,330,508,573,629,565,558,472,580,1364,1503
  └─ Cash Equivalents,62,57,38,39,106,115,87,206,670,760,722
  └─ Loans n Advances,1,1,3,3,2,0,10,42,103,72,519
  └─ Other asset items,180,174,173,133,122,85,166,152,514,766,1528
Total Assets,1018,1047,1320,1376,1392,1366,1512,1662,2767,4346,6343
