Metric,Mar 2023,Mar 2024
Equity Capital,1.00,1.00
Reserves,4.05,40.86
Borrowings,0.00,0.00
Other Liabilities,2.84,18.11
  └─ Trade Payables,0.39,10.63
  └─ Advance from Customers,1.86,5.66
  └─ Other liability items,0.59,1.82
Total Liabilities,7.89,59.97
Fixed Assets,0.00,0.13
  └─ Equipments,0.01,0.17
  └─ Computers,0.05,0.08
  └─ Furniture n fittings,0.01,0.06
  └─ Other fixed assets,0.00,0.08
  └─ Gross Block,0.07,0.39
  └─ Accumulated Depreciation,0.07,0.26
CWIP,0.00,0.00
Investments,0.00,0.00
Other Assets,7.89,59.84
  └─ Inventories,0.15,7.63
  └─ Trade receivables,0.33,12.74
  └─ Cash Equivalents,0.04,0.05
  └─ Loans n Advances,7.37,13.10
  └─ Other asset items,0.00,26.32
Total Assets,7.89,59.97
