Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,185,180,180,180,180,180,180,180,180,180,180,180,
Reserves,403,463,529,657,760,1205,1353,1569,3162,4984,8586,8692,
Borrowings,421,250,330,341,352,387,268,587,609,727,624,524,
  └─ Long term Borrowings,143,62,48,87,55,124,134,193,382,263,165,61,
  └─ Short term Borrowings,198,112,265,221,264,143,75,335,167,408,405,413,
  └─ Lease Liabilities,0,0,0,0,0,0,60,59,61,56,53,49,
  └─ Other Borrowings,81,77,17,33,34,120,0,0,0,0,0,,
Other Liabilities,333,355,342,389,477,637,588,755,991,1132,1797,1896,
  └─ Non controlling int,2,1,1,1,1,1,2,2,2,2,2,2,
  └─ Trade Payables,197,156,141,189,267,315,266,457,564,525,478,547,
  └─ Advance from Customers,0,0,0,0,0,0,0,24,30,19,14,,
  └─ Other liability items,134,197,200,198,208,321,321,272,395,586,1302,1348,
Total Liabilities,1342,1248,1381,1566,1769,2409,2389,3091,4942,7022,11187,11292,
Fixed Assets,572,543,513,515,537,1147,1190,1252,1591,1525,1485,1577,
  └─ Land,6.77,4.58,4.58,4.58,4.58,5.50,5.50,84.32,84.32,95.82,95.82,,
  └─ Building,225.73,226.65,226.65,231.08,233.88,336.69,238.67,243.75,377.34,388.81,402.61,,
  └─ Plant Machinery,1049.14,1039.85,1041.73,370.73,1117.05,1648.15,1004.37,1057.69,1341.66,1344.72,1394.97,,
  └─ Equipments,4.10,4.10,4.12,4.12,4.12,4.12,4.12,4.18,4.28,7.06,7.11,,
  └─ Furniture n fittings,2.27,2.27,2.27,2.27,2.27,22.55,22.57,22.60,23.40,30.59,30.72,,
  └─ Railway sidings,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,,
  └─ Vehicles,3.09,3.29,3.51,4.35,6.07,6.00,6.63,7.96,8.14,8.14,8.48,,
  └─ Other fixed assets,15.79,20.42,20.42,20.42,20.42,20.42,20.42,20.42,22.03,22.03,22.03,,
  └─ Gross Block,1310.64,1304.91,1307.03,641.30,1392.14,2047.18,1306.03,1444.67,1864.92,1900.92,1965.49,,
  └─ Accumulated Depreciation,738.15,761.53,794.50,126.67,855.47,900.65,116.53,192.84,273.48,376.24,480.50,,
CWIP,29,26,69,130,202,233,173,373,193,281,297,214,
Investments,4,7,9,9,12,11,16,17,1726,3642,7779,7692,
Other Assets,736,671,791,913,1019,1019,1011,1449,1432,1574,1626,1809,
  └─ Inventories,394,315,391,433,552,563,544,837,866,833,931,976,
  └─ Trade receivables,188,220,249,302,286,222,210,276,315,346,362,339,
    └─ Receivables over 6m,8,0,0,0,0,0,0,0,15,16,24,,10
    └─ Receivables under 6m,180,221,251,309,296,232,225,289,315,346,362,,198
    └─ Prov for Doubtful,0,-0,-2,-7,-10,-11,-15,-13,-15,-16,-24,,0
  └─ Cash Equivalents,55,65,77,55,59,53,71,68,118,253,158,230,
  └─ Loans n Advances,50,33,35,46,55,69,60,143,84,80,110,49,
  └─ Other asset items,48,38,39,77,67,112,126,125,49,63,65,215,
Total Assets,1342,1248,1381,1566,1769,2409,2389,3091,4942,7022,11187,11292,
