Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2013
Equity Capital,8,8,8,8,8,8,8,8,8,8,9,9,
Reserves,91,103,105,112,127,183,196,275,308,440,1692,1880,
Borrowings,18,40,41,11,42,3,2,15,7,6,78,19,
  └─ Long term Borrowings,4.44,3.68,7.76,0.00,8.80,1.37,1.20,4.20,0.00,0.00,40.20,1.41,
  └─ Short term Borrowings,12.48,34.82,29.50,0.00,26.14,1.08,0.68,9.31,5.89,0.62,13.95,1.97,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.09,1.24,0.86,5.42,23.55,15.13,
  └─ Other Borrowings,0.99,1.25,3.26,11.33,6.86,0.07,-0.01,0.00,0.00,-0.01,0.01,,
Other Liabilities,12,27,14,15,42,20,17,71,151,296,271,253,
  └─ Non controlling int,0,0,0,0,0,7,6,7,14,18,35,60,
  └─ Trade Payables,2,3,2,3,8,5,3,4,7,32,25,49,
  └─ Advance from Customers,7,9,6,5,17,1,1,51,99,171,33,,
  └─ Other liability items,3,14,6,7,16,8,6,9,31,76,176,143,
Total Liabilities,128,177,167,146,218,214,223,369,474,750,2049,2160,
Fixed Assets,49,47,44,45,63,73,70,67,75,93,208,241,
  └─ Land,4,4,4,4,6,7,6,9,9,14,42,,
  └─ Building,37,38,38,38,53,55,56,56,56,59,75,,
  └─ Plant Machinery,3,3,3,3,3,3,3,3,4,7,13,,
  └─ Equipments,3,4,4,4,6,6,7,7,11,31,44,,
  └─ Computers,3,3,3,13,15,15,15,6,8,11,16,,
  └─ Furniture n fittings,1,2,2,2,6,6,6,6,7,7,9,,
  └─ Vehicles,2,2,3,4,4,4,4,4,4,4,5,,
  └─ Intangible Assets,0,0,0,0,0,1,1,1,1,3,70,87,
  └─ Other fixed assets,10,10,10,2,2,11,12,22,29,18,24,,
  └─ Gross Block,63,66,67,71,95,109,111,113,127,155,299,,
  └─ Accumulated Depreciation,14,18,23,26,32,36,41,46,52,61,91,,
CWIP,1,0,15,17,0,0,0,3,2,11,7,13,
Investments,0,0,0,0,8,2,2,2,2,0,4,6,
Other Assets,78,130,108,84,147,139,152,297,394,646,1830,1900,
  └─ Inventories,10,15,10,8,35,14,15,25,49,169,119,188,
  └─ Trade receivables,11,59,8,20,73,47,19,32,85,184,410,224,
    └─ Receivables over 6m,4,3,4,3,0,0,4,6,7,32,140,,11
    └─ Receivables under 6m,8,58,5,18,73,47,15,26,79,156,272,,3
    └─ Prov for Doubtful,-1,-1,-1,-1,0,0,0,-0,-0,-4,-2,,-1
  └─ Cash Equivalents,42,38,68,34,12,25,40,83,167,158,966,355,
  └─ Loans n Advances,8,9,14,11,4,3,3,10,10,48,41,323,
  └─ Other asset items,7,9,8,11,22,51,75,147,82,87,293,810,
Total Assets,128,177,167,146,218,214,223,369,474,750,2049,2160,
