Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.98,39,39,79,87,87
Reserves,304,392,554,809,1745,2051
Borrowings,30,316,703,1066,1397,1311
  └─ Long term Borrowings,5,170,368,647,851,811
  └─ Short term Borrowings,25,146,332,414,545,499
  └─ Lease Liabilities,0,0,3,5,0,1
  └─ Other Borrowings,0,0,0,-0,0,
Other Liabilities,139,212,532,638,1018,2074
  └─ Non controlling int,0,0,0,19,11,8
  └─ Trade Payables,52,57,359,344,725,1471
  └─ Other liability items,87,155,173,276,282,595
Total Liabilities,474,959,1828,2592,4248,5523
Fixed Assets,67,126,249,301,339,341
  └─ Land,2.74,18.94,45.67,48.68,44.14,
  └─ Building,1.55,4.25,47.35,46.78,46.78,
  └─ Plant Machinery,95.11,146.06,222.11,299.09,357.90,
  └─ Equipments,4.12,5.82,8.52,11.02,12.72,
  └─ Computers,0.74,1.18,2.10,2.79,3.42,
  └─ Furniture n fittings,2.25,2.42,4.04,5.29,5.53,
  └─ Vehicles,8.34,9.83,15.47,18.08,18.19,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.91
  └─ Other fixed assets,0.00,0.11,0.11,0.24,0.58,
  └─ Gross Block,114.85,188.61,345.37,431.97,489.26,
  └─ Accumulated Depreciation,47.53,63.01,96.53,130.94,150.11,
CWIP,1,4,2,2,23,4
Investments,13,71,23,2,6,10
Other Assets,394,759,1555,2287,3880,5169
  └─ Inventories,28,39,107,118,104,99
  └─ Trade receivables,36,96,316,430,676,636
    └─ Receivables over 6m,13,13,19,35,232,
    └─ Receivables under 6m,24,83,297,402,451,
    └─ Prov for Doubtful,0,0,0,-7,-7,
  └─ Cash Equivalents,152,192,361,368,634,379
  └─ Loans n Advances,32,43,48,85,130,1537
  └─ Other asset items,145,389,722,1286,2337,2517
Total Assets,474,959,1828,2592,4248,5523
