Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,50,50,77,91,91,91,91
Reserves,322,377,445,981,1084,1163,1311
Borrowings,419,357,385,182,177,200,372
  └─ Long term Borrowings,128,102,138,8,3,95,201
  └─ Short term Borrowings,284,247,241,169,169,104,170
  └─ Lease Liabilities,7,8,6,5,4,2,1
  └─ Other Borrowings,0,-0,0,0,0,0,
Other Liabilities,197,197,252,191,215,236,293
  └─ Trade Payables,111,117,183,117,133,147,193
  └─ Advance from Customers,38,27,10,1,1,4,
  └─ Other liability items,48,54,59,72,80,86,100
Total Liabilities,988,981,1158,1445,1567,1691,2067
Fixed Assets,334,342,356,387,418,414,660
  └─ Land,11.82,12.12,12.58,13.02,38.71,62.43,
  └─ Building,97.60,103.51,108.58,108.99,114.64,117.70,
  └─ Plant Machinery,460.83,490.46,528.75,542.81,564.90,599.06,
  └─ Equipments,4.52,4.39,4.65,31.54,5.08,5.54,
  └─ Computers,5.17,5.58,5.96,6.16,6.26,6.33,
  └─ Furniture n fittings,32.65,34.69,39.23,39.13,41.46,44.00,
  └─ Vehicles,3.13,3.16,2.98,2.87,4.06,4.07,
  └─ Wind turbines,5.73,5.73,5.73,26.67,26.67,26.67,
  └─ Intangible Assets,70.10,73.14,71.06,71.75,71.75,44.07,45.30
  └─ Other fixed assets,13.90,13.64,14.71,15.23,42.17,42.75,
  └─ Gross Block,705.45,746.42,794.23,858.17,915.70,952.62,
  └─ Accumulated Depreciation,371.67,404.01,438.53,471.50,497.93,538.69,
CWIP,3,3,2,12,15,161,19
Investments,7,9,6,194,234,305,473
Other Assets,644,626,794,853,900,810,915
  └─ Inventories,232,268,376,377,354,334,394
  └─ Trade receivables,239,214,283,280,319,302,378
    └─ Receivables over 6m,0,0,48,57,62,31,
    └─ Receivables under 6m,245,220,241,226,257,277,
    └─ Prov for Doubtful,-6,-6,-6,-2,-0,-6,
  └─ Cash Equivalents,57,45,39,134,122,76,45
  └─ Loans n Advances,56,50,37,26,28,10,6
  └─ Other asset items,61,49,59,36,77,88,92
Total Assets,988,981,1158,1445,1567,1691,2067
