Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,503,503,503,503,503,503,503,503,503,503,503,503,
Reserves,551,495,492,534,623,576,738,820,703,886,975,1025,
Borrowings,2236,2212,1980,2020,1918,2425,1930,1744,2182,2243,1978,1421,
  └─ Long term Borrowings,1639,1477,1190,1152,1175,1504,1430,1177,958,927,885,942,
  └─ Short term Borrowings,448,507,452,524,303,282,298,383,1037,901,695,171,
  └─ Lease Liabilities,0,0,0,0,0,181,203,184,187,415,398,309,
  └─ Preference Capital,0,0,0,202,0,2,3,3,8,104,208,0,
  └─ Other Borrowings,150,228,339,143,440,455,-3,-3,-8,-104,-208,,
Other Liabilities,1559,1777,1893,2084,2358,2569,2994,3381,3158,3449,3853,4383,
  └─ Non controlling int,57,249,269,273,266,245,282,273,256,254,290,313,
  └─ Trade Payables,784,702,716,684,773,771,946,1138,959,1036,1014,1015,
  └─ Advance from Customers,48,79,86,95,73,83,94,101,122,105,110,,
  └─ Other liability items,670,748,823,1032,1247,1470,1672,1869,1821,2053,2439,3055,
Total Liabilities,4849,4988,4869,5142,5402,6073,6166,6448,6547,7081,7309,7333,
Fixed Assets,2413,2472,2415,2602,2626,2821,2946,2970,2947,3260,3285,3196,
  └─ Land,460,517,551,603,651,773,762,783,791,769,773,,
  └─ Building,366,255,262,287,293,348,344,376,419,482,506,,
  └─ Plant Machinery,2756,1723,1793,2006,2072,2176,2502,2652,2812,3282,3431,,
  └─ Equipments,21,8,10,13,15,17,19,22,24,26,29,,
  └─ Computers,31,8,12,15,18,21,22,25,28,35,38,,
  └─ Furniture n fittings,70,24,25,35,44,66,65,63,73,74,77,,
  └─ Railway sidings,16,3,3,3,4,4,4,4,4,4,8,,
  └─ Vehicles,86,27,33,34,36,34,34,40,57,64,59,,
  └─ Intangible Assets,55,27,27,27,28,25,26,26,25,26,29,82,
  └─ Other fixed assets,188,131,146,189,224,271,316,398,460,567,701,,
  └─ Gross Block,4048,2724,2863,3213,3386,3736,4095,4390,4693,5330,5650,,
  └─ Accumulated Depreciation,1635,252,447,612,760,915,1149,1420,1746,2069,2365,,
CWIP,72,69,136,100,124,259,132,204,240,141,141,44,
Investments,218,280,339,411,485,523,731,834,911,980,1114,147,
Other Assets,2147,2166,1978,2030,2167,2470,2357,2439,2449,2699,2769,3945,
  └─ Inventories,714,645,562,617,709,742,580,805,748,826,774,684,
  └─ Trade receivables,582,611,626,668,722,715,631,624,695,695,840,779,
    └─ Receivables over 6m,86,0,0,0,0,0,0,36,140,86,96,,102
    └─ Receivables under 6m,545,682,716,776,844,856,781,685,651,637,783,,467
    └─ Prov for Doubtful,-49,-71,-90,-108,-122,-141,-150,-97,-96,-28,-39,,-38
  └─ Cash Equivalents,130,131,83,77,74,418,545,374,327,506,478,548,
  └─ Loans n Advances,68,18,54,80,123,110,117,128,57,113,24,83,
  └─ Other asset items,654,762,653,588,539,486,483,509,622,560,653,1852,
Total Assets,4849,4988,4869,5142,5402,6073,6166,6448,6547,7081,7309,7333,
