Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,26,26,26,26,26,26,26,26,26,26,26,26
Reserves,42,64,65,66,70,73,88,94,168,251,277,369
Borrowings,42,36,44,44,45,68,56,79,88,146,149,142
  └─ Long term Borrowings,5,1,0,0,5,4,1,4,14,49,38,30
  └─ Short term Borrowings,37,35,44,44,39,63,54,75,74,88,84,89
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,0,10,27,23
  └─ Other Borrowings,0,0,0,0,1,1,0,0,0,0,0,
Other Liabilities,40,43,37,45,41,36,39,33,56,46,41,58
  └─ Non controlling int,0.28,0.61,0.43,0.44,0.47,0.46,0.50,0.00,0.00,0.00,0.00,0.84
  └─ Trade Payables,21.15,22.48,25.29,34.11,30.45,25.53,17.70,14.73,24.32,23.58,24.61,32.78
  └─ Advance from Customers,0.46,0.21,1.91,0.01,0.02,0.18,0.39,0.08,0.19,0.42,1.01,
  └─ Other liability items,18.28,19.70,9.26,10.45,9.90,10.10,20.66,18.54,31.68,22.04,15.59,24.26
Total Liabilities,151,169,172,181,183,204,210,233,339,469,494,595
Fixed Assets,67,66,61,64,62,65,69,70,75,114,188,178
  └─ Land,3.58,3.58,3.58,3.58,3.58,3.58,3.72,3.72,3.74,4.94,4.94,
  └─ Building,40.28,40.63,40.67,43.31,43.68,43.94,43.98,44.06,45.83,56.13,93.74,
  └─ Plant Machinery,73.09,71.53,71.67,75.76,79.19,87.18,100.64,110.43,120.17,148.33,195.38,
  └─ Equipments,2.75,5.12,5.28,5.46,5.67,5.72,5.80,5.84,5.94,6.50,7.00,
  └─ Computers,1.07,1.26,1.29,3.02,3.16,3.19,3.43,3.46,3.91,4.22,4.87,
  └─ Furniture n fittings,7.55,8.04,8.26,8.36,8.58,8.59,8.70,8.79,8.99,10.88,11.57,
  └─ Vehicles,2.42,4.54,4.45,4.68,5.02,5.78,4.63,5.04,8.05,12.41,13.57,
  └─ Other fixed assets,-0.01,-0.01,0.00,0.01,-0.01,-0.01,0.00,0.01,0.00,0.00,0.01,
  └─ Gross Block,130.73,134.69,135.20,144.18,148.87,157.97,170.90,181.35,196.63,243.41,331.08,
  └─ Accumulated Depreciation,63.41,68.43,74.12,80.18,86.42,93.31,101.50,110.95,121.49,129.63,143.19,
CWIP,0,1,3,2,5,3,2,1,24,34,0,6
Investments,1,1,1,1,1,0,16,16,4,8,8,78
Other Assets,82,100,107,114,115,137,122,145,236,313,298,333
  └─ Inventories,49,54,58,47,48,75,80,93,119,114,104,124
  └─ Trade receivables,16,17,20,27,25,24,16,25,38,29,29,62
  └─ Cash Equivalents,6,19,18,22,24,22,11,20,59,141,148,95
  └─ Loans n Advances,1,1,7,11,12,10,12,5,18,22,10,4
  └─ Other asset items,10,9,5,7,5,6,3,2,2,8,7,49
Total Assets,151,169,172,181,183,204,210,233,339,469,494,595
