Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,1,18,23
Reserves,14,18,23,32,99
Borrowings,19,24,55,58,91
  └─ Long term Borrowings,10,10,9,6,4
  └─ Short term Borrowings,9,14,46,52,87
  └─ Other Borrowings,-0,0,0,0,
Other Liabilities,21,34,33,81,98
  └─ Trade Payables,17,28,23,55,64
  └─ Advance from Customers,1,2,2,1,
  └─ Other liability items,4,4,8,25,33
Total Liabilities,56,78,112,188,310
Fixed Assets,20,21,21,27,38
  └─ Land,4.10,4.10,4.10,3.85,
  └─ Building,9.41,9.76,9.84,11.13,
  └─ Plant Machinery,2.49,3.30,3.77,4.74,
  └─ Equipments,1.21,1.25,1.32,1.59,
  └─ Computers,0.28,0.31,0.34,0.48,
  └─ Furniture n fittings,0.52,0.61,0.64,0.72,
  └─ Vehicles,1.44,1.62,2.12,3.67,
  └─ Intangible Assets,0.00,0.00,2.48,5.14,14.57
  └─ Other fixed assets,2.76,4.24,1.81,1.83,
  └─ Gross Block,22.21,25.19,26.42,33.15,
  └─ Accumulated Depreciation,2.59,3.80,4.96,6.09,
CWIP,2,2,3,4,6
Investments,0,0,0,0,0
Other Assets,34,54,88,157,267
  └─ Inventories,19,35,51,100,141
  └─ Trade receivables,9,10,28,48,71
    └─ Receivables over 6m,3.07,2.74,3.92,5.12,
    └─ Receivables under 6m,6.03,6.79,24.39,43.35,
  └─ Cash Equivalents,1,3,3,4,39
  └─ Loans n Advances,2,3,1,2,14
  └─ Other asset items,3,4,4,3,1
Total Assets,56,78,112,188,310
