Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,2.38,2.38,2.38,11.88,16.12,16.12
Reserves,17.49,79.77,83.25,77.22,100.80,103.57
Borrowings,9.39,10.54,6.14,2.92,0.32,22.78
  └─ Long term Borrowings,0.82,0.55,0.43,0.32,0.21,16.11
  └─ Short term Borrowings,8.56,9.98,5.71,2.59,0.11,6.67
  └─ Other Borrowings,0.01,0.01,0.00,0.01,,
Other Liabilities,3.60,3.57,7.15,6.07,7.17,2.52
  └─ Trade Payables,0.68,0.69,0.51,0.34,0.88,0.45
  └─ Advance from Customers,0.80,0.86,0.26,0.58,,
  └─ Other liability items,2.12,2.02,6.38,5.15,6.29,2.07
Total Liabilities,32.86,96.26,98.92,98.09,124.41,144.99
Fixed Assets,28.10,88.81,93.21,91.64,97.05,97.67
  └─ Land,17.32,69.65,69.65,69.65,,
  └─ Building,15.01,43.62,48.84,49.18,,
  └─ Plant Machinery,5.34,5.57,5.80,5.95,,
  └─ Furniture n fittings,4.70,4.77,5.11,5.19,,
  └─ Vehicles,0.71,1.41,1.17,1.17,,
  └─ Other fixed assets,0.03,0.03,0.04,0.06,,
  └─ Gross Block,43.11,125.05,130.61,131.20,,
  └─ Accumulated Depreciation,15.02,36.25,37.39,39.56,,
CWIP,0.09,3.11,0.80,1.32,1.43,3.13
Investments,0.00,0.08,0.00,0.01,0.11,0.50
Other Assets,4.67,4.26,4.91,5.12,25.82,43.69
  └─ Inventories,0.17,0.10,0.07,0.13,0.16,0.10
  └─ Trade receivables,0.15,0.11,0.03,0.12,0.22,0.61
  └─ Cash Equivalents,0.82,0.29,0.12,0.62,17.83,13.39
  └─ Loans n Advances,1.60,1.87,0.73,0.99,5.80,27.92
  └─ Other asset items,1.93,1.89,3.96,3.26,1.81,1.67
Total Assets,32.86,96.26,98.92,98.09,124.41,144.99
