Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,24.48,25.48
Reserves,-2.69,-2.68,-2.67,-2.77,-2.77,-2.60,-2.70,21.96,18.00,28.75
Borrowings,0.09,0.09,0.09,0.09,0.09,0.00,0.00,6.57,6.51,3.20
  └─ Long term Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.57,6.51,3.20
  └─ Short term Borrowings,0.09,0.09,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00
Other Liabilities,0.02,0.15,0.19,0.15,0.14,0.17,0.03,2.04,3.78,22.35
  └─ Trade Payables,0.00,0.13,0.16,0.13,0.13,0.13,0.00,0.56,2.66,18.75
  └─ Advance from Customers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.35,
  └─ Other liability items,0.02,0.02,0.03,0.02,0.01,0.04,0.03,1.47,0.77,3.60
Total Liabilities,6.90,7.04,7.09,6.95,6.94,7.05,6.81,40.05,52.77,79.78
Fixed Assets,0.12,0.13,0.12,0.11,0.10,0.10,0.09,12.57,17.05,22.59
  └─ Building,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,
  └─ Plant Machinery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.38,
  └─ Equipments,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.27,
  └─ Computers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,
  └─ Furniture n fittings,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.81,4.81,22.21
  └─ Other fixed assets,0.00,0.00,0.00,0.00,0.00,0.00,0.01,8.92,14.50,
  └─ Gross Block,0.13,0.14,0.14,0.14,0.14,0.14,0.14,14.47,20.17,
  └─ Accumulated Depreciation,0.01,0.01,0.02,0.03,0.04,0.05,0.05,1.90,3.13,
CWIP,0.01,0.01,0.01,0.01,0.01,0.01,0.00,1.70,3.09,9.85
Investments,1.33,1.33,1.33,0.88,0.88,0.89,0.89,7.28,0.89,1.13
Other Assets,5.44,5.57,5.63,5.95,5.95,6.05,5.83,18.50,31.74,46.21
  └─ Trade receivables,0.15,0.17,0.17,0.17,0.07,0.11,0.07,5.08,8.00,23.98
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,0.07,0.07,0.07,5.08,8.00,
    └─ Receivables under 6m,0.15,0.17,0.17,0.17,0.00,0.04,0.00,0.00,0.00,
  └─ Cash Equivalents,0.12,0.16,0.21,0.35,0.49,0.29,0.20,1.45,0.39,7.91
  └─ Loans n Advances,5.06,5.24,5.06,5.33,0.00,0.02,0.00,2.30,3.39,6.68
  └─ Other asset items,0.11,0.00,0.19,0.10,5.39,5.63,5.56,9.67,19.96,7.64
Total Assets,6.90,7.04,7.09,6.95,6.94,7.05,6.81,40.05,52.77,79.78
