Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,20,22,23,25,25,25,25,25,24,24,24,25,
Reserves,411,640,881,1279,1504,1818,2149,2562,2811,3201,3691,5060,
Borrowings,482,641,656,978,991,892,849,1106,1136,1315,1455,1512,
  └─ Long term Borrowings,303,184,124,433,479,422,334,234,149,69,312,297,
  └─ Short term Borrowings,125,393,474,525,454,372,409,766,811,1154,974,1041,
  └─ Lease Liabilities,0,0,0,0,0,0,11,14,78,92,169,174,
  └─ Other Borrowings,54,64,58,20,58,99,95,93,99,-0,-0,,
Other Liabilities,289,260,319,388,458,487,690,819,932,957,1051,1123,
  └─ Non controlling int,0,0,0,0,0,0,0,1,0,0,0,0,
  └─ Trade Payables,188,181,216,274,323,357,541,639,782,750,726,673,
  └─ Advance from Customers,19,3,7,5,7,12,13,7,6,18,4,,
  └─ Other liability items,82,76,96,109,127,118,136,173,143,190,320,450,
Total Liabilities,1203,1563,1879,2670,2979,3223,3713,4512,4903,5498,6221,7720,
Fixed Assets,617,560,644,777,944,1204,1332,1541,1911,2096,2426,3253,
  └─ Land,23,16,30,47,49,52,53,84,86,88,115,,
  └─ Building,158,147,181,282,316,501,528,627,805,963,1191,,
  └─ Plant Machinery,491,492,598,681,753,882,1042,1175,1455,1639,1866,,
  └─ Equipments,23,25,27,31,45,50,53,62,71,82,103,,
  └─ Computers,10,11,12,13,16,19,26,32,35,41,56,,
  └─ Furniture n fittings,11,10,11,12,20,21,24,27,32,33,35,,
  └─ Vehicles,6,5,5,5,6,6,7,7,8,8,9,,
  └─ Intangible Assets,39,32,32,32,32,32,32,32,0,0,0,202,
  └─ Other fixed assets,83,84,86,96,237,311,381,417,489,498,507,,
  └─ Gross Block,844,823,984,1200,1473,1875,2145,2462,2981,3352,3882,,
  └─ Accumulated Depreciation,227,263,339,423,529,671,813,921,1070,1256,1456,,
CWIP,62,77,267,515,496,294,239,356,239,272,440,406,
Investments,0,70,108,157,210,19,19,20,21,22,22,1,
Other Assets,524,856,859,1222,1328,1706,2123,2594,2732,3109,3333,4059,
  └─ Inventories,225,254,269,280,384,438,782,979,1149,1301,1343,1673,
  └─ Trade receivables,137,375,418,628,674,662,765,925,949,986,942,909,
    └─ Receivables over 6m,9,4,2,0,0,0,0,0,0,87,54,,7
    └─ Receivables under 6m,128,372,418,631,691,684,795,954,977,933,925,,104
    └─ Prov for Doubtful,0,0,-2,-3,-17,-22,-30,-29,-29,-34,-36,,0
  └─ Cash Equivalents,65,130,50,116,89,284,271,409,313,386,596,949,
  └─ Loans n Advances,5,5,7,30,36,42,52,52,59,87,74,22,
  └─ Other asset items,92,92,115,169,145,279,252,229,262,350,377,506,
Total Assets,1203,1563,1879,2670,2979,3223,3713,4512,4903,5498,6221,7720,
