Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2024,Mar 2025,Mar 2026
Equity Capital,7,12,12,12,12,12,44,47,47
Reserves,10,13,13,14,10,11,14,70,97
Borrowings,6,4,8,9,9,11,35,38,81
  └─ Long term Borrowings,2,0,4,4,5,6,15,11,11
  └─ Short term Borrowings,4,4,4,4,4,5,19,27,71
  └─ Other Borrowings,0,0,0,0,0,0,0,-0,
Other Liabilities,16,17,30,25,44,61,39,45,59
  └─ Non controlling int,9.66,11.53,11.24,12.76,10.93,11.13,0.00,-1.78,-2.26
  └─ Trade Payables,2.90,0.85,6.88,4.37,26.99,33.66,20.70,23.06,32.20
  └─ Advance from Customers,0.00,0.00,0.00,0.00,1.41,9.55,0.00,10.25,
  └─ Other liability items,3.02,4.25,11.49,8.10,4.57,6.81,17.99,13.60,28.69
Total Liabilities,38,45,63,60,76,95,131,200,284
Fixed Assets,5,7,7,9,9,8,47,48,57
  └─ Land,0.00,0.00,0.00,0.00,0.00,0.00,15.41,15.41,
  └─ Building,0.20,0.20,0.20,0.20,0.20,0.20,3.88,4.16,
  └─ Plant Machinery,0.00,0.00,0.00,0.00,0.00,0.00,1.34,1.74,
  └─ Equipments,0.12,0.11,0.11,0.12,0.14,0.16,0.31,0.78,
  └─ Computers,3.37,3.74,1.37,1.38,1.39,1.27,0.58,0.79,
  └─ Furniture n fittings,0.16,0.28,0.29,0.22,0.23,0.23,0.32,0.59,
  └─ Vehicles,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.66,
  └─ Intangible Assets,3.35,5.52,5.06,5.06,5.06,5.06,27.39,27.39,27.57
  └─ Other fixed assets,0.06,0.00,3.44,5.91,6.98,6.99,0.47,0.60,
  └─ Gross Block,7.26,9.85,10.47,12.89,14.00,13.91,50.36,52.12,
  └─ Accumulated Depreciation,2.36,3.08,3.62,4.11,4.71,5.60,3.19,4.38,
CWIP,3,1,2,1,0,0,1,1,2
Investments,2,4,1,1,1,1,0,0,0
Other Assets,28,33,53,49,65,86,83,151,225
  └─ Inventories,3,2,5,7,4,4,26,38,38
  └─ Trade receivables,14,15,29,19,44,51,44,95,135
    └─ Receivables over 6m,0,15,0,0,0,0,2,10,
    └─ Receivables under 6m,14,0,29,19,44,51,42,85,
    └─ Prov for Doubtful,0,0,-0,0,0,0,0,0,
  └─ Cash Equivalents,2,2,2,3,2,1,3,5,5
  └─ Loans n Advances,2,1,3,1,2,2,6,8,1
  └─ Other asset items,8,13,13,19,14,28,4,6,46
Total Assets,38,45,63,60,76,95,131,200,284
