Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,16,16,16,16,19,19
Reserves,,220,268,318,457,880,968
Borrowings,,318,393,356,628,690,811
  └─ Long term Borrowings,,51,110,122,263,281,381
  └─ Short term Borrowings,,203,214,168,285,297,318
  └─ Lease Liabilities,,64,68,67,80,111,112
  └─ Other Borrowings,,-0,0,-0,0,0,
Other Liabilities,,148,280,287,290,416,340
  └─ Trade Payables,,105,220,251,239,331,243
  └─ Advance from Customers,,2,13,3,1,8,
  └─ Other liability items,,41,46,33,51,77,97
Total Liabilities,,701,957,978,1391,2004,2138
Fixed Assets,,285,327,364,465,1027,1153
  └─ Land,,9,20,22,33,91,
  └─ Building,,71,75,77,112,256,
  └─ Plant Machinery,,291,346,401,547,857,
  └─ Equipments,,3,3,66,77,104,
  └─ Computers,,4,4,4,5,7,
  └─ Furniture n fittings,,2,2,3,6,8,
  └─ Vehicles,,8,9,13,18,22,
  └─ Intangible Assets,,21,21,21,25,161,142
  └─ Other fixed assets,,52,63,13,6,10,
  └─ Gross Block,,461,543,620,829,1517,
  └─ Accumulated Depreciation,,176,216,256,365,490,
CWIP,,1,1,24,122,63,50
Investments,,16,16,15,0,0,0
Other Assets,,399,613,574,804,914,935
  └─ Inventories,,157,272,239,287,329,395
  └─ Trade receivables,,172,204,181,214,256,206
  └─ Cash Equivalents,,9,35,65,111,140,147
  └─ Loans n Advances,,10,14,21,17,20,2
  └─ Other asset items,,51,88,67,175,168,185
Total Assets,,701,957,978,1391,2004,2138
