Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.29,0.29,10,10,10,10,10,10,10,10,16
Reserves,44,34,42,51,52,50,51,63,82,142,281
Borrowings,0,9,26,100,115,146,179,155,152,170,102
  └─ Long term Borrowings,0,0,0,31,5,18,27,35,35,21,55
  └─ Short term Borrowings,0,9,26,68,110,128,152,120,116,149,47
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,0,0,0
  └─ Preference Capital,0,0,0,0,0,17,17,17,17,17,0
  └─ Other Borrowings,0,0,0,0,0,-17,-17,-17,-17,-17,
Other Liabilities,34,16,29,33,31,12,18,23,45,78,89
  └─ Non controlling int,0.00,2.50,14.22,14.01,-0.08,-0.06,-0.06,0.06,1.38,37.54,39.67
  └─ Trade Payables,7.12,7.77,0.04,0.11,0.48,0.87,5.62,9.90,8.73,17.90,18.55
  └─ Advance from Customers,22.83,0.26,6.68,9.00,0.00,8.18,8.19,8.21,8.74,0.65,
  └─ Other liability items,4.24,5.41,7.71,9.55,30.21,2.89,4.00,4.93,25.66,21.77,30.83
Total Liabilities,78,59,107,193,208,218,259,252,288,400,489
Fixed Assets,27,12,12,12,12,9,9,15,38,48,66
  └─ Land,9.52,9.52,9.52,9.60,9.60,5.89,6.82,6.66,24.77,26.96,
  └─ Building,17.20,3.58,3.58,3.44,3.44,3.01,2.20,1.84,1.85,12.76,
  └─ Plant Machinery,0.00,0.02,0.00,0.00,0.09,1.68,1.90,8.45,10.62,11.63,
  └─ Equipments,0.01,0.11,0.11,0.11,0.11,0.11,0.13,0.16,0.43,0.45,
  └─ Computers,0.00,0.02,0.05,0.05,0.05,0.06,0.06,0.06,0.12,0.14,
  └─ Furniture n fittings,0.09,0.26,0.29,0.29,0.21,0.58,0.44,1.03,1.05,1.06,
  └─ Vehicles,0.00,0.02,0.02,0.02,0.02,0.02,0.00,0.30,6.09,6.09,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00
  └─ Other fixed assets,0.01,0.00,0.00,0.01,0.00,0.00,-0.01,0.00,0.00,0.01,
  └─ Gross Block,26.83,13.53,13.57,13.52,13.52,11.35,11.55,18.50,44.93,59.10,
  └─ Accumulated Depreciation,0.00,1.43,1.58,1.68,1.81,2.07,2.39,3.03,6.72,11.05,
CWIP,0,0,0,0,2,4,7,8,9,0,19
Investments,2,2,1,1,1,1,2,2,2,2,2
Other Assets,49,45,94,180,193,204,241,226,238,350,402
  └─ Inventories,29,23,78,167,180,193,237,211,203,210,250
  └─ Trade receivables,1,1,1,0,0,0,1,6,22,61,56
  └─ Cash Equivalents,12,19,13,11,11,10,2,2,3,62,37
  └─ Loans n Advances,0,1,1,1,1,0,0,0,0,0,18
  └─ Other asset items,7,1,2,1,1,1,2,7,10,17,41
Total Assets,78,59,107,193,208,218,259,252,288,400,489
