Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,14,14,14,14,14
Reserves,41,178,191,161,172,192,202
Borrowings,140,70,83,90,155,252,157
  └─ Long term Borrowings,8,52,56,1,25,27,19
  └─ Short term Borrowings,132,18,25,88,130,224,136
  └─ Lease Liabilities,0,0,2,1,0,1,1
  └─ Other Borrowings,1,0,0,0,0,0,
Other Liabilities,446,121,37,44,105,32,19
  └─ Non controlling int,0.00,11.11,12.48,10.56,0.00,0.00,0.00
  └─ Trade Payables,330.79,107.10,19.43,28.18,93.14,12.44,5.22
  └─ Advance from Customers,110.46,0.07,0.43,0.00,0.06,0.16,
  └─ Other liability items,4.89,3.14,4.34,5.25,11.31,19.42,13.55
Total Liabilities,641,383,324,310,445,490,392
Fixed Assets,13,13,4,3,3,7,10
  └─ Land,2.05,0.00,0.00,0.00,0.00,0.00,
  └─ Building,0.94,0.94,0.94,0.94,0.94,0.94,
  └─ Plant Machinery,0.81,0.97,0.87,1.08,1.08,0.59,
  └─ Equipments,0.69,0.76,0.50,0.57,0.66,0.81,
  └─ Computers,1.56,1.63,0.70,0.71,1.11,1.42,
  └─ Furniture n fittings,1.35,1.40,0.37,0.41,0.43,0.48,
  └─ Vehicles,1.82,2.03,2.51,2.51,3.02,4.05,
  └─ Intangible Assets,6.45,6.45,0.36,0.36,0.36,0.00,0.05
  └─ Other fixed assets,1.47,4.61,3.32,2.13,1.36,5.18,
  └─ Gross Block,17.14,18.79,9.57,8.71,8.96,13.47,
  └─ Accumulated Depreciation,4.28,5.81,5.59,5.92,5.55,6.38,
CWIP,5,10,0,0,0,0,0
Investments,0,0,37,10,117,53,104
Other Assets,623,360,283,297,324,430,277
  └─ Inventories,66,40,37,103,99,222,22
  └─ Trade receivables,450,251,117,149,180,145,132
    └─ Receivables over 6m,0,30,0,0,0,22,
    └─ Receivables under 6m,450,220,117,149,180,124,
    └─ Prov for Doubtful,0,0,0,0,0,-0,
  └─ Cash Equivalents,90,18,55,13,17,21,23
  └─ Loans n Advances,8,42,52,19,1,11,1
  └─ Other asset items,8,9,21,12,27,31,99
Total Assets,641,383,324,310,445,490,392
