Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,98,98,96,95,95,95,95,95,95,95,107,107,
Reserves,2334,2467,2548,2675,2134,2336,2333,2328,2400,2419,4454,4613,
Borrowings,2059,2180,2222,2331,2604,3131,3052,2529,2027,1940,1183,1057,
  └─ Long term Borrowings,236,508,442,279,5,238,350,365,613,716,766,407,
  └─ Short term Borrowings,1779,1646,1737,2030,2438,2863,2640,2139,1390,1197,365,595,
  └─ Lease Liabilities,0,0,0,0,0,13,13,25,23,26,53,55,
  └─ Other Borrowings,44,27,42,22,161,17,49,0,0,0,0,,
Other Liabilities,1666,3317,4027,3924,5907,5448,5729,6578,8054,9228,11461,13740,
  └─ Non controlling int,15,0,0,0,0,0,0,0,0,0,0,0,
  └─ Trade Payables,478,318,769,720,1133,957,732,447,599,617,565,828,
  └─ Advance from Customers,701,756,885,1126,4189,3914,4300,4246,5349,6952,8081,,
  └─ Other liability items,473,2243,2372,2077,585,577,697,1885,2106,1660,2815,12913,
Total Liabilities,6157,8062,8893,9025,10740,11010,11208,11530,12576,13682,17205,19518,
Fixed Assets,315,373,595,610,678,919,903,852,899,946,1005,1104,
  └─ Land,8.19,8.19,8.19,8.19,9.24,181.18,179.08,182.64,182.64,183.90,184.18,,
  └─ Building,171.25,174.92,175.64,177.42,182.44,191.45,196.45,186.47,188.69,204.33,207.50,,
  └─ Plant Machinery,241.27,135.00,123.97,128.11,139.31,174.00,179.40,205.32,209.00,213.74,236.42,,
  └─ Equipments,5.74,1.50,1.63,1.90,2.30,2.92,3.46,4.08,4.69,5.38,5.92,,
  └─ Computers,17.85,3.72,5.14,7.20,11.04,11.61,14.57,19.92,23.18,28.37,39.50,,
  └─ Furniture n fittings,9.49,3.95,3.97,3.61,4.02,4.79,5.06,5.48,5.89,7.68,8.27,,
  └─ Vehicles,5.44,1.08,1.00,0.96,1.00,10.21,13.43,16.02,18.00,19.18,25.61,,
  └─ Intangible Assets,22.89,0.01,0.01,0.01,12.72,22.21,22.34,17.18,17.18,17.18,17.17,19.85,
  └─ Other fixed assets,159.43,88.75,371.24,431.03,521.92,597.53,643.46,645.32,750.37,837.16,938.77,,
  └─ Gross Block,641.55,417.12,690.79,758.43,883.99,1195.90,1257.25,1282.43,1399.64,1516.92,1663.34,,
  └─ Accumulated Depreciation,326.48,44.19,96.22,148.14,206.25,276.43,353.82,430.67,500.23,570.61,658.19,,
CWIP,52,45,1,0,0,0,0,0,2,5,0,0,
Investments,0,229,0,112,113,114,114,115,115,115,115,120,
Other Assets,5789,7415,8298,8302,9949,9976,10191,10564,11560,12615,16085,18294,
  └─ Inventories,2728,4265,5096,4835,6517,6704,7125,7652,8761,9376,11252,12826,
  └─ Trade receivables,173,252,227,327,327,360,194,350,158,165,186,277,
    └─ Receivables over 6m,44,0,0,0,0,0,0,278,119,114,109,,39
    └─ Receivables under 6m,129,252,227,330,350,414,257,173,109,117,109,,207
    └─ Prov for Doubtful,0,0,0,-3,-23,-53,-64,-100,-70,-66,-32,,0
  └─ Cash Equivalents,163,119,147,119,177,88,204,178,451,673,1809,1504,
  └─ Loans n Advances,29,6,6,12,19,21,27,68,103,163,190,482,
  └─ Other asset items,2695,2773,2822,3009,2909,2802,2641,2315,2086,2238,2648,3206,
Total Assets,6157,8062,8893,9025,10740,11010,11208,11530,12576,13682,17205,19518,
