Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10.85,10.85,10.85,10.85,10.85,10.85,10.85,10.85,15.97,18.00
Reserves,16.71,19.14,24.61,25.74,29.92,34.35,39.04,44.16,70.68,82.17
Borrowing,14.01,15.13,19.92,18.98,30.67,51.08,27.61,26.07,21.86,4.37
Other Liabilities,1.10,0.90,2.15,1.82,2.09,1.26,1.41,2.04,2.16,2.51
  └─ Trade Payables,0.09,0.12,0.07,0.12,0.49,0.26,0.09,0.09,0.00,0.00
  └─ Other liability items,1.01,0.78,2.08,1.70,1.60,1.00,1.32,1.95,2.16,2.51
Total Liabilities,42.67,46.02,57.53,57.39,73.53,97.54,78.91,83.12,110.67,107.05
Fixed Assets,0.02,0.03,0.03,0.02,0.02,0.01,0.02,1.93,1.85,1.78
  └─ Computers,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,
  └─ Furniture n fittings,0.00,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
  └─ Vehicles,0.10,0.10,0.10,0.10,0.10,0.00,0.00,0.70,0.70,
  └─ Other fixed assets,0.00,0.01,0.01,0.01,0.01,0.00,0.00,1.26,1.26,
  └─ Gross Block,0.10,0.12,0.13,0.13,0.13,0.02,0.03,1.99,1.99,
  └─ Accumulated Depreciation,0.09,0.09,0.10,0.11,0.11,0.01,0.01,0.06,0.14,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,2.70,2.62,9.42,6.15,3.30,3.85,4.00,6.15,5.35,5.10
Other Assets,39.95,43.37,48.08,51.22,70.21,93.68,74.89,75.04,103.47,100.17
  └─ Inventories,3,2,0,0,0,0,0,0,0,0
  └─ Trade receivables,0,0,0,0,0,0,0,0,0,0
  └─ Cash Equivalents,2,2,1,0,0,2,1,0,3,4
  └─ Loans n Advances,-0,0,0,0,0,0,0,0,0,96
  └─ Other asset items,35,38,47,51,70,91,74,75,100,0
Total Assets,42.67,46.02,57.53,57.39,73.53,97.54,78.91,83.12,110.67,107.05
