Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.06,0.06,0.06,0.06,12,12,12
Reserves,63,62,72,115,165,210,253
Borrowings,37,16,4,38,30,14,8
  └─ Long term Borrowings,18.02,3.45,0.08,14.67,5.98,0.11,0.00
  └─ Short term Borrowings,0.08,11.42,3.26,18.28,15.74,5.90,0.11
  └─ Lease Liabilities,0.00,1.01,0.70,5.19,8.05,8.38,7.67
  └─ Other Borrowings,18.69,-0.01,0.01,0.00,0.00,0.01,
Other Liabilities,66,30,37,76,89,105,141
  └─ Non controlling int,0,0,0,0,0,0,0
  └─ Trade Payables,42,17,21,45,59,72,88
  └─ Advance from Customers,0,0,1,1,0,0,
  └─ Other liability items,24,13,14,31,30,33,53
Total Liabilities,166,108,112,230,297,341,413
Fixed Assets,40,22,15,38,46,58,63
  └─ Building,0.66,0.21,0.41,0.41,0.94,0.81,
  └─ Plant Machinery,0.11,0.00,0.00,0.00,0.00,0.00,
  └─ Equipments,1.95,0.67,0.72,0.84,1.02,1.05,
  └─ Computers,2.39,0.39,0.47,1.01,1.47,1.79,
  └─ Furniture n fittings,0.86,0.35,0.37,0.40,0.48,0.44,
  └─ Vehicles,90.97,30.68,30.05,58.09,72.78,93.36,
  └─ Intangible Assets,0.36,0.00,0.00,0.00,0.00,0.00,2.24
  └─ Other fixed assets,1.60,3.17,3.16,8.13,8.50,12.25,
  └─ Gross Block,98.90,35.47,35.18,68.88,85.19,109.70,
  └─ Accumulated Depreciation,58.88,13.08,20.31,30.78,39.07,51.69,
CWIP,0,0,0,0,1,1,0
Investments,2,21,30,41,90,85,107
Other Assets,124,65,68,150,160,197,244
  └─ Inventories,0,0,0,0,0,0,0
  └─ Trade receivables,62,20,21,65,71,83,107
    └─ Receivables over 6m,63,4,2,3,9,10,
    └─ Receivables under 6m,0,17,20,63,63,74,
    └─ Prov for Doubtful,-1,-0,-0,-1,-1,-1,
  └─ Cash Equivalents,15,12,13,11,6,26,31
  └─ Loans n Advances,2,13,7,8,12,11,1
  └─ Other asset items,44,20,26,65,70,77,105
Total Assets,166,108,112,230,297,341,413
