Metric,Mar 2016,Mar 2017
Equity Capital,8.86,8.86
Reserves,64.02,67.78
Borrowings,9.46,19.28
  └─ Long term Borrowings,0.16,1.21
  └─ Short term Borrowings,9.19,17.58
  └─ Other Borrowings,0.11,0.49
Other Liabilities,24.83,16.91
  └─ Trade Payables,2.32,1.65
  └─ Advance from Customers,4.54,1.38
  └─ Other liability items,17.97,13.88
Total Liabilities,107.17,112.83
Fixed Assets,8.46,11.33
  └─ Land,3.89,3.89
  └─ Building,2.79,3.62
  └─ Plant Machinery,10.69,12.31
  └─ Equipments,0.80,0.70
  └─ Computers,0.49,0.51
  └─ Furniture n fittings,0.51,0.53
  └─ Vehicles,6.82,8.80
  └─ Other fixed assets,3.85,3.87
  └─ Gross Block,29.84,34.23
  └─ Accumulated Depreciation,21.38,22.89
CWIP,0.72,0.00
Investments,35.40,34.00
Other Assets,62.59,67.50
  └─ Inventories,12.17,11.29
  └─ Trade receivables,30.15,30.32
    └─ Receivables over 6m,14.43,10.74
    └─ Receivables under 6m,15.73,19.58
  └─ Cash Equivalents,2.28,2.41
  └─ Loans n Advances,13.15,12.39
  └─ Other asset items,4.84,11.09
Total Assets,107.17,112.83
