Metric,Mar 2011,Mar 2012,Mar 2013
Equity Capital,9.73,9.73,9.73
Reserves,0.36,0.35,0.41
Borrowings,0.49,0.49,0.59
  └─ Long term Borrowings,0.04,0.03,0.03
  └─ Short term Borrowings,0.45,0.46,0.56
Other Liabilities,2.28,1.69,1.48
  └─ Non controlling int,0.03,0.03,0.03
  └─ Trade Payables,2.18,1.42,1.16
  └─ Advance from Customers,0.00,0.17,0.19
  └─ Other liability items,0.07,0.07,0.10
Total Liabilities,12.86,12.26,12.21
Fixed Assets,0.19,0.17,0.15
  └─ Equipments,0.06,0.05,0.05
  └─ Computers,0.15,0.15,0.15
  └─ Furniture n fittings,0.05,0.05,0.05
  └─ Vehicles,0.19,0.19,0.19
  └─ Other fixed assets,0.00,0.02,0.02
  └─ Gross Block,0.45,0.46,0.46
  └─ Accumulated Depreciation,0.26,0.29,0.32
CWIP,0.00,0.00,0.00
Investments,2.22,1.87,1.87
Other Assets,10.45,10.22,10.19
  └─ Inventories,0.58,0.79,0.91
  └─ Trade receivables,4.18,5.19,4.99
    └─ Receivables over 6m,0.87,0.65,0.65
    └─ Receivables under 6m,3.31,4.54,4.35
  └─ Cash Equivalents,0.75,0.75,0.76
  └─ Loans n Advances,0.39,0.44,0.44
  └─ Other asset items,4.55,3.05,3.09
Total Assets,12.86,12.26,12.21
