Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,2.62,3.02,3.02,14.19,18.06,18.06
Reserves,1.53,7.15,10.99,4.98,26.79,33.64
Borrowings,2.00,0.00,0.00,0.00,0.12,0.00
  └─ Other Borrowings,2.00,0.00,0.00,0.00,0.12,
Other Liabilities,2.54,6.69,8.53,7.80,6.59,11.60
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,1.12
  └─ Trade Payables,0.49,0.66,0.36,0.36,0.38,1.89
  └─ Advance from Customers,0.02,0.08,0.91,0.43,0.05,
  └─ Other liability items,2.03,5.95,7.26,7.01,6.16,8.59
Total Liabilities,8.69,16.86,22.54,26.97,51.56,63.30
Fixed Assets,0.62,0.63,1.55,0.97,15.03,17.69
  └─ Land,0.34,0.35,1.34,1.31,0.00,
  └─ Building,0.00,0.00,0.00,0.00,5.00,
  └─ Equipments,0.02,0.02,0.04,0.05,0.13,
  └─ Computers,0.17,0.30,0.37,0.50,0.61,
  └─ Furniture n fittings,0.20,0.40,0.40,0.45,0.47,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,13.41
  └─ Other fixed assets,0.42,0.44,0.84,0.92,12.07,
  └─ Gross Block,1.15,1.51,2.99,3.23,18.28,
  └─ Accumulated Depreciation,0.53,0.87,1.44,2.26,3.25,
CWIP,0.00,0.58,0.00,1.46,0.00,0.00
Investments,0.14,0.20,0.22,0.24,14.40,17.36
Other Assets,7.93,15.45,20.77,24.30,22.13,28.25
  └─ Trade receivables,1.28,3.39,4.16,3.32,5.48,8.77
  └─ Cash Equivalents,0.91,1.41,0.60,5.64,2.97,2.15
  └─ Loans n Advances,0.24,0.22,0.28,0.51,0.33,8.16
  └─ Other asset items,5.50,10.43,15.73,14.83,13.35,9.17
Total Assets,8.69,16.86,22.54,26.97,51.56,63.30
