Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.00,0.00,64,61,61,61,62,62,62
Reserves,560,667,816,907,1121,1289,1725,2445,3003
Borrowings,1097,759,459,292,607,486,1154,937,1821
  └─ Long term Borrowings,84,187,0,0,0,0,0,0,1821
  └─ Short term Borrowings,1013,572,0,0,0,0,0,0,0
  └─ Other Borrowings,0,0,459,292,607,486,1154,937,
Other Liabilities,1205,1624,1095,2285,4252,3401,4934,4511,4671
  └─ Non controlling int,0,0,-0,-0,-0,-1,2,3,5
  └─ Trade Payables,5,2,5,4,2,3,5,3,5
  └─ Advance from Customers,0,205,12,14,8,20,7,50,
  └─ Other liability items,1201,1416,1078,2266,4242,3379,4920,4456,4661
Total Liabilities,2862,3050,2434,3544,6041,5237,7875,7956,9558
Fixed Assets,512,393,402,403,482,440,379,388,295
  └─ Land,176.64,69.16,69.16,69.16,69.16,69.16,69.16,58.90,
  └─ Building,308.10,305.10,338.24,233.93,281.61,275.60,280.06,181.78,
  └─ Equipments,4.30,5.26,6.64,6.42,6.83,7.03,8.19,8.63,
  └─ Computers,13.12,23.79,22.56,23.22,29.20,32.66,33.64,50.17,
  └─ Furniture n fittings,30.42,46.85,52.20,51.78,53.64,54.28,71.53,80.40,
  └─ Vehicles,0.05,0.04,1.29,1.28,3.28,6.13,5.26,0.07,
  └─ Intangible Assets,0.00,0.00,0.00,112.91,113.76,113.76,113.76,113.76,9.07
  └─ Other fixed assets,14.29,15.12,21.67,23.46,96.68,102.90,105.61,186.39,
  └─ Gross Block,546.92,465.32,511.76,522.16,654.16,661.52,687.21,680.10,
  └─ Accumulated Depreciation,35.40,72.29,109.48,119.28,172.01,221.94,308.38,292.19,
CWIP,84,86,130,132,3,1,1,2,1
Investments,159,140,231,74,228,90,159,486,390
Other Assets,2107,2431,1671,2936,5329,4707,7335,7080,8872
  └─ Inventories,0,0,13,2,0,0,0,0,0
  └─ Trade receivables,25,25,32,34,28,22,48,45,62
  └─ Cash Equivalents,855,1065,1027,1678,3740,2837,4468,4010,5065
  └─ Loans n Advances,36,51,56,52,47,42,52,60,1445
  └─ Other asset items,1191,1290,542,1170,1514,1806,2768,2965,2299
Total Assets,2862,3050,2434,3544,6041,5237,7875,7956,9558
