Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,173,174,147,148,148,148,149,150,150,137,137,136
Reserves,1342,1247,1111,1191,1306,1431,1536,1641,2206,2187,2403,2908
Borrowings,447,94,150,460,592,812,2237,2526,764,762,1499,1987
  └─ Long term Borrowings,306,79,125,415,404,478,2044,2303,287,558,1269,1725
  └─ Short term Borrowings,124,13,20,14,158,277,189,212,467,194,222,247
  └─ Lease Liabilities,0,0,0,0,0,0,4,11,10,10,9,15
  └─ Other Borrowings,17,2,6,30,30,58,0,0,0,0,0,
Other Liabilities,155,101,212,401,844,725,861,1571,1981,1847,1992,2299
  └─ Non controlling int,9,0,0,0,0,0,1,3,6,167,169,217
  └─ Trade Payables,20,23,66,215,574,282,329,408,482,666,847,988
  └─ Advance from Customers,2,0,0,0,0,0,1,0,0,0,0,
  └─ Other liability items,124,77,146,186,269,443,530,1160,1493,1014,975,1094
Total Liabilities,2118,1616,1621,2199,2890,3116,4783,5888,5100,4932,6031,7329
Fixed Assets,501,169,110,27,80,107,103,1871,70,289,303,289
  └─ Land,1,18,18,18,18,18,18,17,0,31,30,
  └─ Building,0,0,0,0,0,7,13,22,23,32,24,
  └─ Plant Machinery,16,5,4,2,48,35,36,37,23,209,253,
  └─ Equipments,13,0,0,2,2,2,3,4,5,5,5,
  └─ Computers,2,0,0,0,0,0,1,2,4,6,6,
  └─ Furniture n fittings,1,0,0,0,1,1,1,2,2,3,3,
  └─ Vehicles,8,1,1,3,21,12,12,12,5,8,10,
  └─ Intangible Assets,0,0,0,0,0,0,0,0,0,83,83,127
  └─ Other fixed assets,692,216,225,177,65,64,67,1835,67,64,64,
  └─ Gross Block,733,241,249,203,156,139,150,1933,130,441,477,
  └─ Accumulated Depreciation,232,72,139,176,75,32,48,62,60,152,174,
CWIP,215,64,64,64,120,64,1403,64,7,7,9,7
Investments,954,1110,801,1118,933,948,804,812,1558,765,763,1650
Other Assets,447,273,645,990,1756,1998,2473,3141,3466,3871,4956,5384
  └─ Inventories,4,3,3,1,1,1,5,48,86,157,163,174
  └─ Trade receivables,33,37,19,34,281,187,135,138,326,456,253,550
  └─ Cash Equivalents,70,38,307,78,150,149,214,277,542,481,643,338
  └─ Loans n Advances,-1,-1,48,115,118,43,305,218,215,241,238,2058
  └─ Other asset items,341,196,269,763,1207,1619,1815,2460,2297,2536,3660,2264
Total Assets,2118,1616,1621,2199,2890,3116,4783,5888,5100,4932,6031,7329
