Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2024,Mar 2025,Mar 2026
Equity Capital,785,785,785,785,785,2688,2688,2809
Reserves,1643,1661,1800,1737,2211,5872,7579,10976
Borrowing,12777,14985,18753,21854,24000,49687,64740,77846
Other Liabilities,3592,2937,3181,3277,3298,4354,4728,2177
  └─ Trade Payables,138,139,126,66,80,7,9,5
  └─ Advance from Customers,0,0,0,15,13,1,1,
  └─ Other liability items,3454,2798,3055,3197,3205,4346,4718,2172
Total Liabilities,18797,20368,24518,27652,30293,62600,79735,93808
Fixed Assets,318,314,303,282,266,361,349,321
  └─ Land,0.00,0.00,0.00,0.00,4.33,4.33,4.33,
  └─ Building,48.01,21.10,21.10,22.82,22.82,187.13,187.40,
  └─ Plant Machinery,273.02,308.18,316.31,316.31,316.31,293.91,293.91,
  └─ Equipments,0.31,1.58,1.62,3.36,3.05,13.01,25.66,
  └─ Computers,1.18,1.03,4.92,4.93,5.72,7.14,11.92,
  └─ Furniture n fittings,0.99,0.80,0.88,0.92,0.93,7.45,13.87,
  └─ Vehicles,0.34,0.39,0.56,0.56,0.56,1.59,1.40,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.57
  └─ Other fixed assets,0.50,2.21,2.23,0.52,0.54,9.91,11.84,
  └─ Gross Block,324.35,335.29,347.62,349.42,354.26,524.47,550.33,
  └─ Accumulated Depreciation,6.84,21.32,44.65,67.38,88.11,163.37,201.54,
CWIP,0,3,0,0,0,0,0,0
Investments,0,1,0,1,1,101,600,884
Other Assets,18479,20050,24215,27370,30027,62138,78786,92603
  └─ Trade receivables,2,22,2,3,3,6,6,3
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,0.00,1.60,2.76,
    └─ Receivables under 6m,2.40,21.92,2.40,3.13,2.98,4.42,3.17,
  └─ Cash Equivalents,3241,2397,1053,1576,603,736,699,750
  └─ Loans n Advances,13449,165,139,165,109,162,226,90197
  └─ Other asset items,1787,17466,23020,25625,29312,61234,77855,1654
Total Assets,18797,20368,24518,27652,30293,62600,79735,93808
