Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3.41,3.41,3.41
Reserves,2.89,3.16,4.93
Borrowings,0.12,3.34,0.20
  └─ Short term Borrowings,0.00,3.33,0.00
  └─ Lease Liabilities,0.12,0.01,0.20
Other Liabilities,0.88,0.61,2.57
  └─ Trade Payables,0.80,0.16,1.08
  └─ Other liability items,0.08,0.45,1.49
Total Liabilities,7.30,10.52,11.11
Fixed Assets,0.18,0.12,0.30
  └─ Equipments,0.00,0.01,
  └─ Computers,0.00,0.03,
  └─ Furniture n fittings,0.07,0.10,
  └─ Intangible Assets,0.00,0.00,0.03
  └─ Other fixed assets,0.12,0.02,
  └─ Gross Block,0.19,0.16,
  └─ Accumulated Depreciation,0.01,0.04,
CWIP,0.00,0.00,0.00
Investments,0.00,0.64,0.60
Other Assets,7.12,9.76,10.21
  └─ Inventories,0.91,0.75,0.91
  └─ Trade receivables,3.42,4.17,3.84
  └─ Cash Equivalents,0.44,0.17,0.12
  └─ Loans n Advances,0.29,2.04,2.49
  └─ Other asset items,2.06,2.63,2.85
Total Assets,7.30,10.52,11.11
