Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,1,32,39,39,39
Reserves,84,107,151,176,359,426,489
Borrowings,52,74,94,70,14,0,6
  └─ Long term Borrowings,5.72,5.48,5.60,6.72,3.61,0.05,-0.00
  └─ Short term Borrowings,46.70,68.97,88.35,63.64,10.17,0.15,6.45
  └─ Other Borrowings,0.01,-0.00,-0.01,-0.01,-0.00,-0.00,
Other Liabilities,12,27,18,20,37,33,34
  └─ Non controlling int,5.16,10.53,4.02,5.87,7.11,9.86,12.64
  └─ Trade Payables,3.09,7.20,5.31,8.37,8.21,16.60,10.92
  └─ Advance from Customers,0.00,0.06,0.01,0.02,0.01,0.04,
  └─ Other liability items,3.79,9.21,8.25,5.52,21.48,6.46,10.82
Total Liabilities,149,210,264,298,449,498,569
Fixed Assets,21,23,22,35,42,39,67
  └─ Land,1.56,3.09,4.11,4.11,4.11,4.11,
  └─ Building,8.12,8.70,8.75,14.15,16.05,16.70,
  └─ Plant Machinery,9.99,12.00,12.09,1.67,25.98,28.74,
  └─ Equipments,1.34,1.44,1.66,3.23,3.68,0.74,
  └─ Computers,0.09,0.13,0.20,0.31,0.53,0.32,
  └─ Furniture n fittings,0.33,0.50,0.65,21.03,4.18,4.14,
  └─ Vehicles,0.53,0.65,1.55,0.79,1.57,2.00,
  └─ Intangible Assets,0.56,0.56,0.00,0.00,0.00,0.00,0.06
  └─ Other fixed assets,0.03,0.05,0.03,0.02,0.03,0.01,
  └─ Gross Block,22.55,27.12,29.04,45.31,56.13,56.76,
  └─ Accumulated Depreciation,1.81,4.16,6.66,10.04,14.41,17.84,
CWIP,0,0,7,1,0,1,8
Investments,6,9,8,3,43,51,136
Other Assets,123,178,226,259,364,407,358
  └─ Inventories,46,49,88,104,56,111,92
  └─ Trade receivables,50,90,95,116,117,142,171
  └─ Cash Equivalents,1,5,8,5,147,105,38
  └─ Loans n Advances,1,2,2,3,1,0,1
  └─ Other asset items,25,33,32,32,44,48,56
Total Assets,149,210,264,298,449,498,569
