Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,114,114,114,130,130,130,130,129
Reserves,1997,2456,3185,7476,8036,8186,9294,10311
Borrowings,1829,2300,3051,2701,2396,2628,1937,1109
  └─ Long term Borrowings,965,1146,1024,45,0,0,186,392
  └─ Short term Borrowings,776,1015,1926,2523,2226,2415,1526,426
  └─ Lease Liabilities,0,0,101,133,171,212,225,291
  └─ Other Borrowings,89,139,0,0,0,0,0,
Other Liabilities,7662,6915,6978,11010,10417,8833,11051,13209
  └─ Non controlling int,0,0,0,0,0,0,0,3
  └─ Trade Payables,6650,5697,5193,9191,8538,6958,8688,3269
  └─ Advance from Customers,36,78,58,93,86,69,140,
  └─ Other liability items,976,1140,1727,1725,1792,1805,2223,9937
Total Liabilities,11603,11786,13328,21317,20979,19777,22412,24759
Fixed Assets,3027,3758,3702,4601,4793,4921,5481,7143
  └─ Land,354,396,408,491,523,533,574,
  └─ Building,171,206,978,1179,1252,1358,1557,
  └─ Plant Machinery,2352,2922,2997,4052,4271,4573,5191,
  └─ Equipments,512,732,33,59,64,75,77,
  └─ Computers,16,17,25,32,38,41,34,
  └─ Furniture n fittings,148,246,270,20,23,25,27,
  └─ Vehicles,4,5,6,20,19,18,19,
  └─ Intangible Assets,0,0,0,57,176,175,180,690
  └─ Other fixed assets,33,38,37,39,39,41,47,
  └─ Gross Block,3590,4561,4753,5949,6405,6839,7705,
  └─ Accumulated Depreciation,563,803,1051,1348,1612,1919,2224,
CWIP,570,325,531,275,324,879,1060,443
Investments,147,206,332,362,392,312,624,1082
Other Assets,7858,7497,8763,16079,15469,13665,15248,16092
  └─ Inventories,4042,3826,4778,7717,7681,7204,8641,8191
  └─ Trade receivables,1258,921,1515,2219,1931,1783,2416,2624
  └─ Cash Equivalents,1215,1432,1188,4494,3724,2810,2325,1719
  └─ Loans n Advances,365,102,179,145,96,155,104,113
  └─ Other asset items,978,1215,1102,1505,2037,1714,1762,3445
Total Assets,11603,11786,13328,21317,20979,19777,22412,24759
