Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,5,6,6,6,6,6,6
Reserves,313,406,734,999,1303,1446,1560,1724,1828
Borrowings,329,181,237,137,350,268,211,317,618
  └─ Long term Borrowings,5,5,8,15,17,26,4,3,2
  └─ Short term Borrowings,316,172,224,108,313,214,184,285,578
  └─ Lease Liabilities,0,0,0,13,19,28,22,29,38
  └─ Preference Capital,0,0,0,2,2,2,2,2,0
  └─ Other Borrowings,8,3,5,-2,-2,-2,-2,-2,
Other Liabilities,224,209,274,349,353,399,412,517,636
  └─ Non controlling int,0,0,-3,-5,-6,-11,-15,-16,-13
  └─ Trade Payables,189,163,204,280,290,326,336,433,540
  └─ Advance from Customers,0,7,8,7,4,4,6,9,
  └─ Other liability items,36,39,64,67,65,80,84,90,109
Total Liabilities,872,802,1250,1492,2012,2119,2189,2564,3089
Fixed Assets,126,132,162,199,236,288,343,362,391
  └─ Land,8.95,11.44,11.44,44.62,62.80,80.21,83.46,83.58,
  └─ Building,69.53,75.29,97.55,104.71,114.52,129.45,173.30,179.95,
  └─ Plant Machinery,46.49,54.74,74.51,79.50,100.61,124.72,143.59,167.45,
  └─ Equipments,1.39,1.59,1.86,2.09,2.18,2.87,3.19,3.54,
  └─ Furniture n fittings,5.40,5.93,8.45,9.14,10.09,17.07,20.01,21.54,
  └─ Vehicles,9.10,9.12,14.30,14.20,17.24,21.00,26.17,29.91,
  └─ Intangible Assets,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.75
  └─ Other fixed assets,1.81,1.83,2.08,2.08,2.09,2.14,2.14,2.47,
  └─ Gross Block,142.67,159.94,210.20,256.35,309.54,377.47,451.86,488.44,
  └─ Accumulated Depreciation,16.32,27.56,48.28,56.88,73.69,89.58,108.83,126.38,
CWIP,5,0,1,9,34,50,3,9,17
Investments,1,5,39,75,62,103,206,175,155
Other Assets,740,664,1049,1208,1681,1678,1637,2017,2526
  └─ Inventories,299,253,498,477,836,682,644,828,994
  └─ Trade receivables,389,367,441,458,647,801,724,905,1126
    └─ Receivables over 6m,0,0,0,0,17,45,43,69,
    └─ Receivables under 6m,391,368,443,461,634,759,691,845,
    └─ Prov for Doubtful,-2,-2,-2,-3,-5,-3,-10,-9,
  └─ Cash Equivalents,2,2,7,186,69,27,53,31,97
  └─ Loans n Advances,17,9,32,19,14,46,63,72,60
  └─ Other asset items,32,33,71,67,115,122,154,182,249
Total Assets,872,802,1250,1492,2012,2119,2189,2564,3089
