Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,13,15,15,20,20,20,20,20,20,20,24,24,
Reserves,369,520,492,833,742,672,553,424,386,411,633,600,
Borrowings,0,0,0,0,0,30,5,48,105,79,8,19,
  └─ Long term Borrowings,0.00,0.50,0.06,0.08,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.17,100.50,76.42,7.13,13.63,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,30.07,4.64,3.24,4.11,2.94,0.65,5.30,
  └─ Preference Capital,0.00,0.00,0.00,0.08,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Other Borrowings,0.00,0.00,0.00,-0.08,-0.11,0.00,0.00,0.00,0.00,0.00,0.00,,
Other Liabilities,48,74,121,96,118,166,189,186,183,198,137,211,
  └─ Non controlling int,0,-2,-3,-4,-1,0,0,1,1,0,-2,-3,
  └─ Trade Payables,37,58,72,74,91,119,160,109,130,108,78,102,
  └─ Advance from Customers,2,10,24,3,9,30,18,66,41,78,48,,
  └─ Other liability items,9,8,28,22,19,16,11,10,10,12,14,112,
Total Liabilities,430,609,628,949,880,888,767,679,694,709,802,854,
Fixed Assets,28,34,36,42,38,59,27,22,22,22,13,17,
  └─ Building,9.27,9.34,68.63,77.32,88.26,125.38,103.20,110.13,49.07,33.06,26.86,,
  └─ Plant Machinery,24.51,25.54,25.61,25.62,26.30,26.38,26.38,26.65,10.61,10.65,10.65,,
  └─ Equipments,63.33,74.34,4.76,4.95,5.21,5.24,5.78,6.00,6.01,6.05,6.06,,
  └─ Computers,10.79,11.11,11.99,13.20,14.61,14.99,15.15,15.49,12.16,12.56,12.97,,
  └─ Furniture n fittings,4.05,4.32,4.37,4.38,4.39,4.43,4.52,4.65,4.65,4.65,4.65,,
  └─ Vehicles,9.68,11.86,14.13,12.89,13.02,13.02,13.85,11.67,10.94,10.01,12.16,,
  └─ Intangible Assets,1.47,1.47,1.47,1.47,1.47,1.47,1.47,3.71,3.71,3.71,3.71,2.37,
  └─ Other fixed assets,-0.01,0.01,0.12,11.21,11.72,11.82,11.82,0.00,-0.01,0.00,-0.01,,
  └─ Gross Block,123.09,137.99,131.08,151.04,164.98,202.73,182.17,178.30,97.14,80.69,77.05,,
  └─ Accumulated Depreciation,94.64,104.02,94.77,109.28,127.34,143.79,155.01,156.45,75.36,58.37,63.62,,
CWIP,0,2,11,2,1,2,0,0,0,0,1,0,
Investments,177,218,198,474,300,126,43,19,10,30,174,110,
Other Assets,224,355,384,431,542,701,697,638,662,656,614,727,
  └─ Inventories,30,119,98,128,196,156,219,219,196,192,136,208,
  └─ Trade receivables,67,81,98,93,99,177,120,113,154,133,93,60,
    └─ Receivables over 6m,4,0,0,0,0,0,0,4,14,17,18,,4
    └─ Receivables under 6m,65,83,101,98,103,179,123,112,141,121,89,,36
    └─ Prov for Doubtful,-2,-2,-3,-4,-4,-2,-3,-3,0,-5,-14,,-2
  └─ Cash Equivalents,11,17,16,22,19,20,77,12,32,39,12,25,
  └─ Loans n Advances,25,24,67,18,30,117,93,93,41,47,30,17,
  └─ Other asset items,90,113,104,170,198,231,187,200,239,245,343,417,
Total Assets,430,609,628,949,880,888,767,679,694,709,802,854,
