Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016
Equity Capital,6.00,6.00,6.00,6.00,6.93,9.52,9.56,9.56,9.56,9.56,9.56
Reserves,14.41,14.66,16.22,17.70,37.49,47.66,46.28,42.17,62.89,-90.25,-130.77
Borrowings,4.28,3.05,1.68,0.00,73.68,58.98,56.09,61.10,73.36,82.98,84.46
  └─ Long term Borrowings,,,,,,57,53,58,48,56,31
  └─ Other Borrowings,4,3,2,0,74,2,3,3,25,27,54
Other Liabilities,2.55,2.87,3.26,2.90,15.51,26.64,31.31,85.20,55.00,60.46,75.93
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0,0
  └─ Trade Payables,0,0,0,0,2,13,5,7,24,10,14
  └─ Other liability items,2,3,3,3,13,13,26,78,31,50,62
Total Liabilities,27.24,26.58,27.16,26.60,133.61,142.80,143.24,198.03,200.81,62.75,39.18
Fixed Assets,16.10,15.36,14.77,15.28,86.34,79.27,78.32,76.61,75.94,11.47,10.71
  └─ Land,1.25,1.30,1.30,1.30,1.31,1.56,1.56,1.56,1.51,1.51,1.51
  └─ Building,8.39,8.39,8.39,8.72,9.06,8.55,8.59,8.59,8.59,8.67,8.67
  └─ Plant Machinery,0.18,0.18,0.18,0.32,0.40,0.32,0.32,0.32,0.32,0.32,0.32
  └─ Equipments,2.08,2.10,2.11,2.28,3.34,3.33,1.27,1.56,1.41,1.49,1.49
  └─ Computers,2.38,2.43,2.43,2.23,4.98,5.67,6.05,6.00,6.15,5.44,5.51
  └─ Furniture n fittings,4.65,4.65,4.65,5.08,5.12,5.59,7.40,7.47,7.48,7.51,7.51
  └─ Vehicles,0.22,0.11,0.09,0.09,0.25,0.25,0.25,0.25,0.25,0.25,0.25
  └─ Intangible Assets,0.06,0.06,0.06,0.06,62.97,62.97,62.97,62.97,62.97,0.00,0.00
  └─ Other fixed assets,0.01,0.01,0.01,0.01,6.13,13.75,19.16,0.15,0.01,0.00,0.00
  └─ Gross Block,19.22,19.23,19.22,20.09,93.56,101.99,107.57,88.87,88.69,25.19,25.26
  └─ Accumulated Depreciation,3.12,3.87,4.45,4.81,7.22,22.72,29.25,12.26,12.76,13.72,14.55
CWIP,0.00,0.18,1.46,4.85,7.28,10.33,20.12,20.71,17.55,8.08,8.12
Investments,1.20,1.26,1.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Other Assets,9.94,9.78,9.67,6.47,39.99,53.20,44.80,100.71,107.32,43.20,20.35
  └─ Inventories,2.75,2.33,2.29,2.32,1.09,1.07,1.02,0.35,0.00,0.00,0.00
  └─ Trade receivables,2.74,2.91,4.28,2.62,23.28,18.71,25.02,28.27,22.72,11.94,13.05
    └─ Receivables over 6m,1.74,1.86,2.56,0.81,0.77,3.66,7.22,13.24,22.34,19.51,7.77
    └─ Receivables under 6m,1.00,1.05,1.72,1.81,22.51,15.05,17.79,15.02,1.93,6.00,6.02
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.56,-13.56,-0.74
  └─ Cash Equivalents,1.16,1.36,1.25,0.13,7.43,9.54,5.73,2.40,2.95,1.82,0.66
  └─ Loans n Advances,0.00,0.00,0.00,1.12,2.12,2.08,0.71,10.28,0.57,2.52,1.08
  └─ Other asset items,3.29,3.18,1.85,0.28,6.07,21.80,12.32,59.41,81.08,26.92,5.56
Total Assets,27.24,26.58,27.16,26.60,133.61,142.80,143.24,198.03,200.81,62.75,39.18
